Sequence_ID	Order	Percent_of_votes	Family	Percent_of_votes
k141_1961555.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_1962405.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_1962446.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_1967283.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_196901.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_1969452.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_1969452.concoct_part_1	Caudovirales	100	Siphoviridae	100
k141_1969452.concoct_part_2	Caudovirales	100	Siphoviridae	85.7142857142857
k141_1973478.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_1977428.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_1979944.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_1981004.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_19820.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_1983372.concoct_part_0	Caudovirales	100	Siphoviridae	80
k141_198508.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_1985117.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_1993426.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_1996027.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_1999996.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2002896.concoct_part_3	Caudovirales	100	Siphoviridae	100
k141_2005227.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2007144.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2007792.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2007892.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2009153.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2013704.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2017421.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2017546.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2020532.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2022279.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2022891.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2023787.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_202534.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2025787.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2026377.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2027643.concoct_part_0	Caudovirales	100	Siphoviridae	77.7777777777778
k141_2030662.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2031362.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2034468.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2037194.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2039042.concoct_part_0	Caudovirales	100	Unassigned	100
k141_2041889.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_204451.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2045370.concoct_part_0	Caudovirales	100	Siphoviridae	50
k141_2045472.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2057962.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2059404.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2061186.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2061811.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2064460.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2074033.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_20750.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2078107.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_208042.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_2080459.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_208232.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_2086276.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2089197.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2089576.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2094056.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2097946.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2104546.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2106513.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2115030.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2123274.concoct_part_0	Caudovirales	50	Unassigned	NA
k141_2124318.concoct_part_0	Caudovirales	100	Unassigned	100
k141_2125011.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2131667.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_213190.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2134824.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2141658.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_2143005.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_214313.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2146634.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2146712.concoct_part_0	Caudovirales	100	Siphoviridae	92.8571428571429
k141_2149035.concoct_part_0	Caudovirales	100	Unassigned	100
k141_2150421.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2155940.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_215688.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2157468.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2157699.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2160518.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_2162272.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2166667.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_2167233.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_216823.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2170772.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2172123.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2172985.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2178313.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_217861.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2187627.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2190799.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2192919.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2193792.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2197308.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2199283.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2204550.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2204555.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2208348.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2211387.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2211664.concoct_part_0	Caudovirales	100	Siphoviridae	85.7142857142857
k141_2217900.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2219685.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2222278.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2225392.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2228715.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2231565.concoct_part_0	no_order_Phycodnaviridae	66.6666666666667	Phycodnaviridae	66.6666666666667
k141_2234096.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2234447.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2235508.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2236026.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2238817.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_224357.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2245393.concoct_part_0	no_order_Phycodnaviridae	100	Phycodnaviridae	100
k141_2249686.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_2251409.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2253897.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_225433.concoct_part_0	Caudovirales	100	Podoviridae	46.1538461538462
k141_2261530.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2262501.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2262501.concoct_part_1	Caudovirales	100	Myoviridae	100
k141_2262501.concoct_part_2	Caudovirales	100	Myoviridae	100
k141_2262501.concoct_part_3	Caudovirales	100	Myoviridae	100
k141_2262501.concoct_part_4	Caudovirales	100	Myoviridae	100
k141_2262501.concoct_part_7	Caudovirales	100	Myoviridae	100
k141_2264262.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2271422.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2271867.concoct_part_0	Caudovirales	50	Unassigned	NA
k141_2274255.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2276860.concoct_part_0	Picornavirales	100	Picornaviridae	100
k141_2279835.concoct_part_0	Caudovirales	100	Myoviridae	40
k141_2283931.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_2288127.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2290118.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2293499.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2293765.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2294567.concoct_part_0	Caudovirales	50	Podoviridae	83.3333333333333
k141_2294622.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2295751.concoct_part_0	Herpesvirales	50	Herpesviridae	50
k141_2296953.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2298968.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2300427.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2301123.concoct_part_0	Caudovirales	50	Myoviridae	66.6666666666667
k141_2302062.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2302513.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2302641.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2303774.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2306079.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2306670.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2307109.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2307129.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_23081.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2310332.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2311480.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2316333.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_231870.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_232014.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2321241.concoct_part_0	Caudovirales	50	Siphoviridae	66.6666666666667
k141_2322576.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2330071.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2334129.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2335667.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2337367.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2337387.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_2341274.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2345887.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2355786.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2361698.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2362426.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_236482.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2365435.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_2370230.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2370256.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_237265.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2373908.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2381470.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2382239.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2384175.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_2387138.concoct_part_0	no_order_Iridoviridae	50	Iridoviridae	50
k141_2389605.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2389774.concoct_part_1	Caudovirales	100	Siphoviridae	100
k141_2391931.concoct_part_0	Caudovirales	50	Podoviridae	42.8571428571429
k141_2394452.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_2397169.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2399312.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2400396.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2401132.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2402535.concoct_part_0	Herpesvirales	100	Alloherpesviridae	100
k141_2404105.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2404551.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2405553.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2408471.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2408574.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2410001.concoct_part_0	Caudovirales	100	Siphoviridae	90
k141_2411370.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2411506.concoct_part_0	Caudovirales	100	Siphoviridae	77.7777777777778
k141_2411857.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2414039.concoct_part_0	Caudovirales	100	Siphoviridae	83.3333333333333
k141_2414636.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2419312.concoct_part_0	Herpesvirales	100	Herpesviridae	100
k141_241986.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_2429120.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2429725.concoct_part_0	Caudovirales	100	Siphoviridae	77.7777777777778
k141_2431106.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_24328.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2436605.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2437289.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2437848.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2438135.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2443391.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_244401.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2446532.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2452166.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2452223.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2459739.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2459863.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2460730.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_246160.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2463305.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_246553.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2465752.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2466323.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2467907.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2468528.concoct_part_0	Caudovirales	100	Siphoviridae	60
k141_2468528.concoct_part_1	Caudovirales	100	Siphoviridae	80
k141_2468528.concoct_part_2	Caudovirales	100	Siphoviridae	100
k141_2468528.concoct_part_3	Caudovirales	100	Siphoviridae	90
k141_2470086.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2470603.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2470664.concoct_part_0	Caudovirales	100	Siphoviridae	60
k141_2472217.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2479189.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_2481113.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2491032.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2495178.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2495294.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2497140.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2511156.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2520222.concoct_part_0	no_order_Mimiviridae	100	Mimiviridae	100
k141_252568.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2533053.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_253907.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2539358.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2541224.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2545902.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2547694.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2557136.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2557136.concoct_part_1	Caudovirales	100	Unassigned	NA
k141_2557136.concoct_part_10	Caudovirales	100	Unassigned	33.3333333333333
k141_2557136.concoct_part_3	Caudovirales	100	Podoviridae	66.6666666666667
k141_2557136.concoct_part_4	Caudovirales	100	Podoviridae	100
k141_2557136.concoct_part_5	Caudovirales	100	Unassigned	NA
k141_2557136.concoct_part_6	Caudovirales	100	Unassigned	NA
k141_2557136.concoct_part_7	Caudovirales	100	Siphoviridae	80
k141_2558602.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2563263.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2563604.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2565126.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2565358.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2565679.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2565762.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2567778.concoct_part_0	Caudovirales	100	Unassigned	100
k141_2569275.concoct_part_0	Caudovirales	100	Siphoviridae	80
k141_257471.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_2578236.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2582122.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2582561.concoct_part_0	Caudovirales	100	Siphoviridae	55.5555555555556
k141_2583846.concoct_part_0	Caudovirales	50	Siphoviridae	66.6666666666667
k141_25846.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2584680.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2585675.concoct_part_0	Caudovirales	100	Siphoviridae	90
k141_2587172.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2591548.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2594385.concoct_part_0	Caudovirales	100	Siphoviridae	60
k141_259459.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2596301.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2596511.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2597280.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2598234.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2599513.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2601630.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_260344.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2605156.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_2613878.concoct_part_0	Caudovirales	100	Siphoviridae	94.4444444444444
k141_2616534.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2617919.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2618088.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2618442.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2618769.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2620109.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2624422.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2630653.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2632344.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2635223.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_263723.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2637923.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2638020.concoct_part_0	no_order_Phycodnaviridae	100	Phycodnaviridae	100
k141_2639788.concoct_part_0	Caudovirales	100	Siphoviridae	88.8888888888889
k141_2644726.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_264882.concoct_part_0	Caudovirales	100	Unassigned	100
k141_2651878.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2651955.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2652851.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2656796.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2659656.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2659656.concoct_part_1	Caudovirales	100	Siphoviridae	100
k141_2663419.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2667015.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2672806.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2674707.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2687498.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_268786.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2694032.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2694501.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2695811.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2699734.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2700138.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2700449.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2701988.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2704603.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2705465.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2707080.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_2708745.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2713279.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2714900.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_271879.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2721670.concoct_part_0	Caudovirales	100	Siphoviridae	55.5555555555556
k141_272408.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2727124.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2728008.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2729973.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2730360.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2731170.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2731386.concoct_part_0	no_order_Phycodnaviridae	100	Phycodnaviridae	100
k141_27321.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_273505.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2739.concoct_part_0	no_order_Phycodnaviridae	100	Phycodnaviridae	100
k141_2742673.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2743118.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2747022.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2751030.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2753414.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_2754817.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2754875.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2756531.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2769595.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2770581.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2776673.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2781239.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_278175.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2781832.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_278299.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_278427.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2785413.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2790107.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2792991.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2794778.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2796995.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2797112.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2800536.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2808013.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_281531.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2819629.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2822236.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2822319.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_283131.concoct_part_0	Caudovirales	100	Siphoviridae	50
k141_2832954.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2834143.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_283644.concoct_part_0	Caudovirales	100	Siphoviridae	60
k141_2837735.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2839358.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2841331.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_2841903.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2852496.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2867434.concoct_part_0	no_order_Phycodnaviridae	100	Phycodnaviridae	100
k141_286806.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2868195.concoct_part_0	Caudovirales	100	Myoviridae	37.5
k141_2870485.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2870485.concoct_part_1	Caudovirales	100	Siphoviridae	75
k141_2873043.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_287358.concoct_part_0	Caudovirales	100	Siphoviridae	85.7142857142857
k141_2874873.concoct_part_0	Caudovirales	100	Unassigned	40
k141_2883445.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2888032.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2896091.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2906311.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2907642.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2912851.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2913126.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_291346.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2915189.concoct_part_0	Caudovirales	100	Unassigned	100
k141_2917995.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2919793.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_2922730.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2922797.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2924836.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_292759.concoct_part_0	Caudovirales	100	Siphoviridae	82.3529411764706
k141_2928535.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2936461.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2940191.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2942656.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2943113.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_2945831.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_2946767.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_2947238.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_2948806.concoct_part_1	Caudovirales	100	Myoviridae	40
