Sequence_ID	Order	Percent_of_votes	Family	Percent_of_votes
k141_3863453.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3864204.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3867916.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3868523.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_387390.concoct_part_0	Caudovirales	100	Siphoviridae	71.4285714285714
k141_3874354.concoct_part_0	Caudovirales	100	Siphoviridae	91.6666666666667
k141_3875399.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3875818.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3876752.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3881294.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_388247.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_3882476.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_3886426.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3888318.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3890611.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3892326.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_390134.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3903046.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_39076.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3908558.concoct_part_1	Caudovirales	100	Siphoviridae	71.4285714285714
k141_3915662.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3916379.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_3917095.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3917571.concoct_part_0	no_order_Phycodnaviridae	100	Phycodnaviridae	100
k141_3921319.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3925057.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3927555.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3928585.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3929235.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3931770.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3932578.concoct_part_0	Caudovirales	50	Unassigned	NA
k141_3935300.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3936772.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_3937041.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3938491.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3940651.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_394238.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3947894.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3958121.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3963247.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_3963507.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_396516.concoct_part_0	no_order_Phycodnaviridae	100	Phycodnaviridae	100
k141_3966277.concoct_part_0	Caudovirales	50	Siphoviridae	85.7142857142857
k141_396655.concoct_part_0	Caudovirales	100	Podoviridae	80
k141_3970206.concoct_part_0	no_order_Polydnaviridae	100	Polydnaviridae	100
k141_3972376.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3974053.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3974097.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3975428.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3975793.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_397691.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3984571.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_3993211.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_3997261.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_3999626.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_400459.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4006881.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4007244.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_400976.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_4011593.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4016352.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4017090.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4021278.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4025116.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_402514.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4031922.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_4032536.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4034175.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_4035008.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4036914.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4040472.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_404128.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4041592.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_4041864.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_404269.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4045948.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4047507.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_405047.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4052981.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4054511.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4057216.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4060690.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4063216.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4064814.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4067407.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4068944.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4071267.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_4072530.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4078296.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4079947.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4080305.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4082268.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4084772.concoct_part_0	no_order_Poxviridae	100	Poxviridae	100
k141_4084832.concoct_part_0	Caudovirales	50	Siphoviridae	50
k141_408524.concoct_part_0	Caudovirales	100	Siphoviridae	82.3529411764706
k141_4087775.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4092328.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_410131.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_410324.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4106903.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_4107068.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_4107548.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4107611.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_4108266.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4108611.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4111588.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4111706.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4114419.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4117092.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4119248.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4120798.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_4127988.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4131695.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4132458.concoct_part_3	Caudovirales	100	Siphoviridae	100
k141_4132458.concoct_part_4	Caudovirales	100	Unassigned	NA
k141_4132788.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4133133.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_4136917.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4139162.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4139881.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4140959.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4143304.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4144440.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_416286.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4164493.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_4166815.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4169345.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4171388.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4174145.concoct_part_0	Caudovirales	100	Unassigned	100
k141_4177523.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_4181658.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_418682.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_4191134.concoct_part_0	no_order_Phycodnaviridae	100	Phycodnaviridae	100
k141_4195061.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4198369.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4199390.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4199523.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4207339.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4217458.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4223962.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_4227720.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4228241.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_422833.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_422843.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4230987.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4233204.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4233734.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4238620.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4241653.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_424485.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4246535.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_4256059.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4256698.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4257475.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4264631.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4268780.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4271852.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4275342.concoct_part_0	Caudovirales	100	Siphoviridae	60
k141_4275938.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4280023.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_4280355.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4283264.concoct_part_0	Caudovirales	100	Siphoviridae	87.5
k141_4293844.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4295346.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4296550.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_4299729.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4301289.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_430551.concoct_part_0	no_order_Phycodnaviridae	66.6666666666667	Phycodnaviridae	66.6666666666667
k141_4308659.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4314573.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4316409.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4318285.concoct_part_0	no_order_Inoviridae	66.6666666666667	Inoviridae	100
k141_4320329.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4323191.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_4326020.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4327890.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_433706.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4346991.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4356008.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4357609.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_435789.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4367639.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4368183.concoct_part_0	Caudovirales	100	Siphoviridae	86.6666666666667
k141_4376708.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_437824.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4378681.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4382339.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_4387384.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4389392.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_4392225.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_439450.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4394536.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_4398964.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_440600.concoct_part_0	Caudovirales	50	Unassigned	NA
k141_443683.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_444383.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_448305.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_448311.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_450069.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_450653.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_451451.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_453539.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_464502.concoct_part_0	Caudovirales	100	Podoviridae	66.6666666666667
k141_46607.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_468532.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_470104.concoct_part_0	Caudovirales	100	Siphoviridae	83.3333333333333
k141_470645.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_475941.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_476990.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_4815.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_482544.concoct_part_0	Caudovirales	100	Siphoviridae	77.7777777777778
k141_482544.concoct_part_1	Caudovirales	100	Myoviridae	100
k141_484788.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_485300.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_490193.concoct_part_0	Caudovirales	100	Siphoviridae	83.3333333333333
k141_490651.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_492009.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_497123.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_498050.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_498261.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_503374.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_503480.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_503678.concoct_part_0	Caudovirales	100	Siphoviridae	80
k141_50515.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_505356.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_505702.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_507868.concoct_part_0	Caudovirales	50	Siphoviridae	66.6666666666667
k141_509116.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_509275.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_509418.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_520136.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_523786.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_525405.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_527099.concoct_part_1	Caudovirales	50	Myoviridae	50
k141_530708.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_532494.concoct_part_0	Caudovirales	50	Siphoviridae	90
k141_532886.concoct_part_0	Caudovirales	50	Unassigned	NA
k141_53678.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_537477.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_540811.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_542156.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_542551.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_544364.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_544770.concoct_part_0	Caudovirales	100	Siphoviridae	83.3333333333333
k141_545523.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_54773.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_550705.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_551478.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_551706.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_558919.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_559089.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_55912.concoct_part_0	Caudovirales	50	Myoviridae	42.8571428571429
k141_561306.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_563498.concoct_part_56	Caudovirales	100	Myoviridae	50
k141_563498.concoct_part_57	Caudovirales	100	Podoviridae	50
k141_563498.concoct_part_58	Caudovirales	100	Podoviridae	50
k141_56538.concoct_part_0	Caudovirales	100	Siphoviridae	50
k141_57018.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_571607.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_572623.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_575032.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_575420.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_577906.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_579872.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_579978.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_58054.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_584149.concoct_part_1	Caudovirales	100	Siphoviridae	100
k141_58443.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_58539.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_585962.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_58661.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_591261.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_593558.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_595569.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_596395.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_597160.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_59748.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_59848.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_600428.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_601516.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_60174.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_60734.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_62005.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_620055.concoct_part_0	Caudovirales	100	Unassigned	100
k141_624478.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_625571.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_625726.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_635808.concoct_part_0	Caudovirales	100	Siphoviridae	80
k141_636324.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_637659.concoct_part_1	Caudovirales	100	Siphoviridae	100
k141_637659.concoct_part_3	Caudovirales	100	Siphoviridae	100
k141_641395.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_64739.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_650098.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_651315.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_651826.concoct_part_1	Caudovirales	100	Unassigned	NA
k141_655413.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_667064.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_668316.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_673107.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_679184.concoct_part_0	Caudovirales	50	Siphoviridae	75
k141_681854.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_684044.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_685233.concoct_part_0	Caudovirales	100	Siphoviridae	66.6666666666667
k141_688105.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_690405.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_694591.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_701672.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_70174.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_703384.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_706321.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_706529.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_710259.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_711033.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_714660.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_71611.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_722940.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_727070.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_727846.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_735395.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_7360.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_7360.concoct_part_1	Caudovirales	100	Siphoviridae	100
k141_73620.concoct_part_0	no_order_Poxviridae	100	Poxviridae	100
k141_738040.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_740796.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_746047.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_748805.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_751220.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_752206.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_752682.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_757125.concoct_part_0	Caudovirales	100	Siphoviridae	92.3076923076923
k141_758462.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_761830.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_765135.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_767057.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_767059.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_768624.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_769120.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_771021.concoct_part_0	Caudovirales	100	Podoviridae	50
k141_771021.concoct_part_2	Caudovirales	100	Myoviridae	100
k141_771292.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_772304.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_7727.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_778407.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_778536.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_78020.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_780498.concoct_part_0	Caudovirales	100	Siphoviridae	55.5555555555556
k141_780955.concoct_part_1	Caudovirales	50	Siphoviridae	50
k141_786362.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_788621.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_792263.concoct_part_2	Caudovirales	100	Myoviridae	50
k141_793710.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_795479.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_796589.concoct_part_0	Caudovirales	100	Siphoviridae	87.5
k141_796634.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_796853.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_801877.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_802889.concoct_part_0	Caudovirales	100	Siphoviridae	85.7142857142857
k141_802889.concoct_part_1	Caudovirales	100	Siphoviridae	80
k141_802889.concoct_part_2	Caudovirales	100	Siphoviridae	68.4210526315789
k141_808316.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_816983.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_823671.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_823692.concoct_part_0	Caudovirales	100	Podoviridae	46.1538461538462
k141_823849.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_828109.concoct_part_0	Caudovirales	100	Siphoviridae	80
k141_828158.concoct_part_0	Caudovirales	100	Siphoviridae	80
k141_82919.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_829605.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_829773.concoct_part_0	Caudovirales	100	Siphoviridae	50
k141_831610.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_832185.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_832599.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_835100.concoct_part_0	Caudovirales	100	Siphoviridae	80
k141_836330.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_841120.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_844148.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_84476.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_845470.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_85213.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_853169.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_855633.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_859318.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_860791.concoct_part_0	Caudovirales	100	Siphoviridae	75
k141_860883.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_861219.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_868264.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_869846.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_87265.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_873001.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_876087.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_876107.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_877973.concoct_part_0	Caudovirales	100	Siphoviridae	60
k141_880883.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_8814.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_884225.concoct_part_0	no_order_Inoviridae	100	Inoviridae	100
k141_884479.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_885726.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_89079.concoct_part_0	Caudovirales	100	Siphoviridae	83.3333333333333
k141_890911.concoct_part_0	Caudovirales	100	Myoviridae	100
k141_897239.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_899149.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_89918.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_902305.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_904700.concoct_part_0	Caudovirales	100	Myoviridae	50
k141_906021.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_906662.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_909713.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_910880.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_912565.concoct_part_0	Caudovirales	100	Unassigned	NA
k141_917370.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_922013.concoct_part_0	Caudovirales	100	Siphoviridae	80
k141_922252.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_922791.concoct_part_0	Caudovirales	100	Siphoviridae	100
k141_923554.concoct_part_0	Caudovirales	100	Podoviridae	100
k141_925624.concoct_part_0	Caudovirales	100	Unassigned	42.8571428571429
