,ANT(9)-Ia,tet(L),tetO,catQ,AAC(6')-Ic,MexB,AAC(6')-Ie-APH(2'')-Ia,ErmF,ErmT,ErmC,ErmX,tet(K),MexC,MexD,OprJ,SAT-4,ceoA,ceoB,APH(6)-Id,opcM,rosB,ANT(2'')-Ia,acrB,Escherichia coli acrA,kdpE,msbA,mdtH,ugd,mdtA,mdtB,mdtC,yojI,emrR,bacA,acrS,acrE,mdtM,SHV-16,tet(J),CfxA2,tet(G),smeA,smeB,smeC,smeS,smeR,AAC(6')-Iy,aadA2,farA,farB,mtrD,mtrC,Mef(En2),ErmB,ACC-3,cmx,TriA,TriB,TriC,OprM,fosA,PmpM,Pseudomonas aeruginosa soxR,MexE,MexF,OprN,OpmB,MuxC,MuxB,MuxA,arnA,mexK,mexJ,mexL,ArmR,mexG,mexH,opmD,mexV,mexW,OpmH,Pseudomonas aeruginosa emrE,AAC(3)-Ia,IND-3,mphB,dfrA16,patB,patA,pmrA,mefE,adeB,sdiA,aadA10,sul2,mel,Streptococcus agalactiae mprF,tet(A),tet37,dfrC,lsaA,Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin,Enterococcus faecium chloramphenicol acetyltransferase,catB2,oqxA,oqxB,OXA-85,tet(41),OXA-50,norA,TEM-126,aad(6),mepA,tet(38),macA,macB,Staphylococcys aureus LmrS,tet(39),adeJ,adeK,lnuC,qacH,arlS,Enterobacter cloacae acrA,APH(3'')-Ib,Acinetobacter baumannii AbaF,mecR1,mdtG,aadA13,PC1 beta-lactamase (blaZ),OXA-114a,FosA2,dfrA27,arr-3,aadA16,tet32,Acinetobacter baumannii AbaQ,adeI,aadA12,PDC-8,Acinetobacter baumannii AmvA,CfxA6,ANT(4')-Ib,hmrM,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,lsaC,sul1,CTX-M-110,CrpP,tetA(46),tetB(46),ACT-10,basS,Escherichia coli mdfA,ramA,GES-21,catB3,mecA,APH(3')-IIIa,adeN,ANT(6)-Ia,Chryseobacterium meningosepticum BlaB,MIR-14,RlmA(II),FosA5,AAC(6')-Ib7,adeL,bcr-1,gadW,tetA(60),tetB(60),qnrE1,lmrD,mphA,emrK,emrY,Staphylococcus aureus norA,marA,baeS,baeR,emrA,SRT-1,mexX,mexY,mphC,H-NS,evgA,cpxA,mgrA,mepR,emeA,tet(B),mexM,mexN,mexP,mexQ,opmE,gadX,mdtE,CRP,mdtP,mdtO,mdtN,eptA,pgpB,Klebsiella pneumoniae KpnE,Klebsiella pneumoniae KpnF,Escherichia coli ampH,CTX-M-137,Klebsiella pneumoniae OmpK37,tetW,catI,msrA,catS,mupA,APH(3')-IIb,mtrE,tetQ,BRO-2,L1 beta-lactamase,smeD,smeE,smeF,Klebsiella pneumoniae acrA,Erm(33),aphA15,APH(3')-Ia,fusC,amrA,IND-6,aadA6,adeF,SHV-100,tetM,dfrA22,Escherichia coli ampC1 beta-lactamase,efrB,ICR-Mc,OprZ,AxyX,Klebsiella pneumoniae KpnG,Staphylococcus aureus FosB,dfrE,MexA,Pseudomonas aeruginosa catB7,mexI,Escherichia coli ampC,Corynebacterium striatum tetA,Pseudomonas aeruginosa CpxR,arlR,MCR-9,efrA
TBE0002,0,0,8.412022088,0,0,0,0,4.248723951,0,0,15.51974774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.104270533,5.550790757,5.850292018,0,16.11560109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.40435355,97.34253107,60.92702893,0,0,0,0,0,1.983619263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.091288214,0,0,0,0,0,22.17000537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.97680972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.99789466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38735417,7.947229412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21641374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBE0003,0,0,0,0,0,19.60201516,0,0,0,0,18.78681427,0,8.913212833,9.840049658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.52194119,0,0,0,0,0,18.0664061,0,6.325478503,0,0,0,19.42149103,0,30.41453042,0,0,9.840049658,0,0,0,0,0,0,0,0,0,0,9.088818613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.16160588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7220911,19.653898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBE0004,0,0,0,0,0,0,0,86.56646353,0,0,0,0,0,0,0,3.645673558,0,0,38.24126565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.58504,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83196156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.96504493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.952268977,0,0,0,0,0,0,0,0,123.1745609,0,0,0,0,0,0,0,0,0,0,3.642838243,0,0,0,0,0,0,0,0,0,1.234006961,0,0,0,0,0,0,0,0,0,0,0,0,2.203831408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.4468868,0,0,0,0,0,0,0,0,108.3701252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBE0005,0,0,0,0,0,72.68112852,0,0,0,0,0,0,22.02166246,54.40849046,61.91715883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9593928,54.06181239,57.3305091,131.7240521,87.03574458,107.6192634,137.4927191,86.51248689,50.18126423,101.7075144,48.34024482,55.4070312,117.0399532,39.64369359,96.70755115,56.99116249,43.88723086,98.29243537,52.91153667,111.6466583,159.5950382,88.48504381,67.03761682,58.99551454,107.2612474,58.90152196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.62946841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.67404413,0,0,0,0,0,0,0,0,0,0,0,0,102.172544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.03685141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.40038178,40.81522573,0,0,0,0,0,0,0,0,81.26873767,88.35793839,48.52153922,70.74814169,40.68180585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.08122249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.93974801,85.00751774,70.45728305,0,0,110.2592296,0,0,0
TBE0006,0,0,0,0,0,0,0,4.356015177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.50470569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.480248884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.368994048,3.00391197,0,0,0,0,0,0,1.810015147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.001912324,1.641260093,0,0,0,34.66975546,80.06245546,0,0,0,0,0,0,0,0,0,0,0,0,6.474192333,0,0,0,0,0,8.59862409,1.392434064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBE0007,0,0,0,0,0,61.93638742,0,0,0,0,0,0,12.84708593,8.129334116,80.53980398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.7697734,37.78218208,98.01793003,125.053094,73.66698144,68.52490921,70.15197185,32.6780087,69.60576644,49.47836848,54.35591069,90.35869353,61.15644281,27.95942238,60.79768585,68.27409869,58.12095358,50.86447612,97.2128055,155.7404015,49.62893335,67.20408977,152.1087267,78.1222067,40.6397,146.6400737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.18945294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.61423221,0,0,0,0,0,0,0,0,0,0,3.994249342,0,79.35436703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.44383405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.504149726,45.97353639,0,0,0,0,0,0,0,0,16.39397319,45.1083461,50.21369876,29.66291877,77.93739507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.05234559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.7081361,72.29489583,74.22124635,0,0,91.88483219,0,0,0
TBE0008,0,0,0,0,0,0,0,11.63875107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.87543709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.049374723,0,0,0,0,0,0,0,8.049374723,12.47649794,0,0,0,0,0,0,0,0,0,16.0773447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.406021563,129.3841161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48344515,0,0,0,102.6865724,0,0,0,0,0,0,135.6839189,0,0,9.430983817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24574064,0,0,0,0,0,0,0,0,0,0,16.09874945,0,0,0,0,24.14633582,0,0,0
TBE0009,0,0,0,0,0,0,0,83.61216459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.49090682,0,0,0,0,0,0,0,0,0,0,0,0,0,14.02549993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.752326292,23.4378053,40.42973946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.13382271,23.4378053,0,0,0,0,0,0,0,0,5.599085164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.095098507,11.72150357,0,0,0,0,0,0,0,0,0,0,0,0,14.82423648,0,0,0,0,0,0,0,0,0,0,0,0,3.907167858,0,0,0,0,0,0,0,0,0,0,0,48.47235932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.58576687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.86739551,0,0,0,0,0,0,0,13.73102041,0,0,0,0,0,0,0,0,0,0
TBE0010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.70026105,109.7717123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBE0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.71030687,0,0,0,0,0,0,0,0,14.32231689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.72844286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0070769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBE0012,0,0,0,0,0,0,0,13.87009188,0,0,18.54234455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62604941,0,0,0,0,0,0,0,0,0,0,0,0,0,6.985810169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.6428028,169.9894035,106.6219169,0,0,0,0,0,11.28187962,0,13.97657481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.51579377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.892158295,0,0,0,0,0,13.19310552,5.770622739,0,0,0,0,0,0,0,0,0,0,0,0,32.2102184,0,0,0,0,0,11.34813514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.90356881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBE0013,0,0,0,0,0,0,0,10.73239932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.52697124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.13432082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.987376954,17.13432082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.9506999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0113633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBE0014,0,0,0.703529677,0,0,0,0,2.042368887,0,0,8.851681875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.191660135,0,0,0,0,0,0,0,0,0,3.773750217,0,0,0,4.649882595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.676320353,6.290179874,4.111761277,0,0,0,0,0,3.272862507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851021065,4.431239776,0,0,0,0,1.778183769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059353,0,0,0,0,0,0,0,0,0,2.677523613,0,0,0,11.27446085,8.710785027,0,0,0,0,0,0,0,0,0,0,0,0,4.542337635,0,0,0,0,0,3.38881447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461226487,1.451235533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBE0015,0,29.44090509,5.774650829,0,0,0,0,10.91135536,0,0,38.77798573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11761455,0,0,0,0,0,0,0,0,0,0,0,0,0,37.55735172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.9418886,106.3255011,96.00392434,0,0,0,0,0,17.95417811,0,0,4.637871768,0,0,0,0,0,0,0,0,0,0,0,148.6771153,0,0,0,0,0,0,0,0,0,10.53725111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.624801454,0,0,0,0,0,0,0,0.535165473,0,1.423033524,0,0,0,10.75869565,16.39866892,0,0,0,0,0,0,0,0,0,0,0,0,38.80668285,0,0,0,0,0,5.312687431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416546601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.55876325,0,0,0,0,0,0,24.91679632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.63504933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBE0016,0,0,0,0,0,121.3678062,0,0,0,0,0,0,108.0577586,27.70842079,116.1746634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.00937038,93.4285849,99.99725219,215.3999158,82.22096299,52.29338954,49.43445698,102.7305684,131.8023992,93.75292076,50.34356815,76.89788807,85.45518712,52.9693109,103.7987642,105.5374646,61.18854005,117.6962538,146.1596195,161.6155392,152.3614323,132.2587443,76.33155368,149.9133252,89.97321694,187.4855526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.93130012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.53513263,0,0,0,0,0,0,0,0,0,0,0,0,168.8253518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5215716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.37801608,128.4343691,0,0,0,0,0,0,0,12.65276884,93.48659762,112.2273975,62.80920648,73.60686053,63.30977118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.1384777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.7368572,78.90526732,142.4379109,0,0,114.327416,0,0,0
TBS002,0,0,0,0,0,0,0,0,0,0,9.319861139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1709535,27.2765071,60.58151991,0,0,0,0,0,8.631805206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.574290072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.41079546,8.765045481,0,59.12345996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.915000515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.68154066,0,0,0,0,0,0,0,0,0,13.0312767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.06841878,10.70432707,43.97738128,0,0,0,0,7.703480851,7.506030492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25154185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.664801106,0,0,0,0,0,3.689351961,7.388540736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.58833648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS011,0,0,20.45043708,0,0,24.70736702,0,0,0,0,4.244948757,0,7.083187619,3.946160909,7.487185904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72664507,0,18.82357959,11.62589642,5.450503546,11.24704717,8.279649432,0,0,0,3.455830723,0,0,0,0,0,0,15.10172798,3.87137354,11.05311307,7.892321819,10.140083,7.134554706,0,3.633898336,2.325390631,1.900904036,9.799453869,22.51543766,3.656326731,14.56882739,11.22628334,12.37226284,3.500758791,13.62556477,0,17.19903818,3.498692499,7.673014277,5.671447639,15.39981169,15.56186512,0,0,0,0,0,21.31210317,36.48987803,29.71569225,0,0,0,0,0,4.98127836,0,0,0,0,0,0,0,0,0,0,0,0,9.129547327,0,70.80095802,0,0,0,2.091010391,2.075543304,0,0,0,0,0,0,0,0,0,0,0,3.85235234,0,0,0,0,0,0,0,0,0,0,39.78847492,0,0,0,0,1.974394771,0,0,8.200885941,0,0,0,0,0,15.68209946,0,0,0,0,0,0,0,0,0,0,9.785797532,0,0,0,13.15911978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.523694929,7.298639478,0,0,0,0,0,0,0,43.74809614,3.946160909,7.815109802,7.181605934,0,7.451062066,0,0,13.16133211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.390392007,0,20.1956653,0,0,1.974394771,28.59132698,3.948789542,0,0,0,0,0,0,0,0,0,0,0,12.46973448,0,0,0,0,0,10.2284794,0,0,7.224044426,0,2.514931905,0,0,5.916836042,0,0,0
TBS035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.95994453,0,0,0,0,0,0,0,26.73629797,0,32.85055285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.95994453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.41981306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBS153,0,0,0,0,0,0,0,45.24637728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.70815588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.9586102,48.24830582,33.2705996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.849463578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.70176051,0,0,0,0,0,0,0,0,0,0,0,0,18.33245648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.271892039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
