Class	FreqEx	NonEx	NonEx	FreqEx	Ex	NonEx	Ex	Ex	Ex	FreqEx	FreqEx	NonEx	Ex	Ex	NonEx	NonEx	NonEx	Ex	Ex	Ex	FreqEx	Ex	NonEx	Ex	Ex	Ex	Ex	Ex	FreqEx	Ex	FreqEx	Ex	Ex	NonEx	Ex	FreqEx	NonEx	FreqEx	FreqEx	Ex	Ex	Ex	Ex	FreqEx	FreqEx	Ex	Ex	Ex	NonEx	FreqEx	NonEx	FreqEx	Ex	FreqEx	FreqEx	FreqEx	Ex	NonEx	FreqEx	Ex	Ex	Ex	Ex	NonEx	Ex	Ex	FreqEx	Ex	Ex	Ex	NonEx	Ex	FreqEx	Ex	Ex	NonEx	NonEx	FreqEx	NonEx	FreqEx	Ex	Ex	NonEx	Ex	Ex	FreqEx	Ex	Ex	Ex	FreqEx	Ex	FreqEx	FreqEx	FreqEx	FreqEx	Ex	Ex	FreqEx	FreqEx	FreqEx	Ex	FreqEx	Ex	FreqEx	Ex	NonEx	Ex	Ex	Ex	Ex	Ex	Ex	NonEx	Ex	Ex	NonEx	Ex	Ex	FreqEx	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	FreqEx	FreqEx	NonEx	NonEx	FreqEx	Ex	NonEx	Ex	Ex	Ex	NonEx	NonEx	NonEx	NonEx	NonEx	FreqEx	Ex	FreqEx	FreqEx	Ex	FreqEx	Ex	Ex	Ex	NonEx	FreqEx	NonEx	FreqEx	NonEx	Ex	NonEx	Ex	NonEx	NonEx	Ex	NonEx	FreqEx	Ex	Ex	Ex	Ex	FreqEx	NonEx	FreqEx	NonEx	NonEx	Ex	NonEx	NonEx	NonEx	NonEx	NonEx	Ex	NonEx	NonEx	NonEx	NonEx	FreqEx	Ex	FreqEx	Ex	Ex	FreqEx	NonEx	Ex	NonEx	FreqEx	NonEx	Ex	NonEx	Ex	Ex	FreqEx	Ex	NonEx	Ex	Ex	NonEx	NonEx	Ex	Ex	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	Ex	NonEx	Ex	NonEx	NonEx	NonEx	NonEx	FreqEx	FreqEx	NonEx	Ex	Ex	NonEx	Ex	NonEx	Ex	Ex	FreqEx	Ex	NonEx	Ex	Ex	Ex	Ex	FreqEx	Ex	FreqEx	NonEx	Ex	NonEx	FreqEx	FreqEx	NonEx	NonEx	Ex	NonEx	NonEx
Olsenella_sp._oral_taxon_807	0	0	0	0	1	0	0	0	0	0	0	0	36	0	21	0	0	9	0	0	0	0	0	1	0	0	3	0	2	15	0	0	0	8	0	0	0	76	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	2	0	0	0	4	0	0	0	0	0	0	0	150	0	396	0	94	0	0	0	53	0	6	0	0	0	5	0	2	0	0	0	36	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	1	4	75	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	13	0	3	0	3	1	0	16	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	24	9	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	21	12	49	1	0	0	2	7	0	3	0	12	33	0	1	0	0	0	5	9	0	0	40	2	10	0	2	0	0	0	0	0	0
Bacteroides_zoogleoformans	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	54	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	5	1	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	212	0	0	0	0	0	0	0	0	0	0	3	0	0	1	3	1	0	0	0	0	2	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0
Porphyromonas_gingivalis	0	0	0	10	45	0	0	0	0	0	0	0	7	0	27	0	0	80	3	0	0	2	0	0	1	1	27	5	3	0	0	5	39	10	14	0	0	6	0	0	6	3	0	2	0	6	0	1	13	0	0	3	0	9	0	1	3	0	13	8	2	0	0	0	142	61	257	1	7	2	0	0	825	0	6	2	268	0	0	2	9	0	3	10	0	0	17	25	8	0	6	5	615	59	1	0	0	0	0	0	0	0	0	12	4	349	18	1	4	7	7	10	0	0	30	2	0	19	1	14	1	1	0	0	125	10	34	0	1	11	20	612	2	12982	4	4	89	1	1	2	21	6	0	0	0	0	11	0	4	0	0	0	1	0	0	0	0	0	0	6	0	0	0	5	6	0	0	3	0	2	0	0	0	0	0	0	0	10743	6	18	0	11	600	58	1	0	0	4	0	0	0	0	0	1	20	4	0	0	4	2864	11	13	2	0	0	0	1	0	0	0	13764	2	1	12	9	17	1	2	2	13	8	3	2	0	2	15	0	15	0	5	8	0	1	0	0	2	5	3	0	0	14	0	5	0	6	0	2	4	0	9	0
Prevotella_denticola	0	0	0	167	22	0	0	0	6	0	0	0	36	0	654	0	0	18	0	3	10	1	0	0	0	15	2	3	1	28	0	98	7	46	10	0	9	3	1	0	11	50	61	3	1	0	0	4	6	1	0	0	3	6	0	0	37	8	321	1	26	0	1	3	28	21	0	3	54	5	24	0	99	3	0	6	51	0	0	18	117	0	20	10	3	4	34	176	50	14	45	1	52	2	9	0	0	0	0	0	0	0	0	34	0	18	114	11	35	30	1	2	6	4	12	8	0	0	40	192	0	40	0	5	7	12	29	0	17	10	14	176	12	0	28	5	13	25	3	50	62	15	3	0	13	0	102	9	50	2	2	0	10	2	0	0	2	24	2	1	4	0	0	19	34	1	0	6	92	5	0	3	19	8	5	8	0	6	0	17	2	37	44	21	7	3	0	3	2	0	0	2	0	30	5	0	6	0	8	10	37	34	4	0	6	7	6	7	0	0	3	7	2	35	45	203	0	0	57	374	395	2	3	0	74	1132	15	555	0	32	266	0	22	0	0	23	89	5	0	2	1097	8	128	0	26	9	3	19	0	42	0
Prevotella_intermedia	0	0	0	42	102	4	5	0	1	0	0	0	30	0	3348	0	0	45	36	0	2	1	6	5	0	0	4	0	5	2	0	4	5	34	7	1	16	9	9	0	20	2	6	4	6	1	0	3	8	1	13	0	9	7	0	0	6	6	16	48	3	0	1	8	36	49	1	14	104	42	21	0	257	7	51	29	130	0	0	33	69	0	61	10	2	4	31	44	176	0	43	5	95	4	4	0	0	5	0	0	0	0	0	97	0	69	105	1	21	100	23	15	9	0	22	4	2	1	37	58	0	44	1	3	123	16	126	4	32	35	35	122	4	93	25	7	686	38	8	12	114	8	15	4	7	0	41	11	38	1	1	0	2	0	0	0	3	3	0	0	0	0	0	16	449	0	0	0	10	1	0	4	0	0	14	4	0	74	4	60	2	35	336	16	13	0	0	11	1	0	0	2	0	22	15	0	10	0	13	68	77	78	0	0	3	9	6	7	0	0	68	10	2	101	37	132	3	0	11	128	79	10	13	2	9	79	8	166	0	45	28	0	26	0	0	32	49	17	0	4	163	23	51	0	12	1	0	22	0	21	0
Prevotella_jejuni	0	0	0	78	103	3	12	0	5	4	0	0	29	2	91	0	0	1	3	1	25	11	16	3	0	3	4	0	0	1	0	16	4	161	14	8	29	2	14	0	68	2	26	0	4	4	0	4	14	2	0	0	8	18	1	0	2	5	75	1	13	1	0	4	51	36	0	30	17	348	13	0	157	0	4	35	183	0	0	6	51	0	7	14	0	13	123	817	271	6	7	11	21	0	8	0	0	0	0	0	0	0	0	152	5	35	332	12	27	5	5	5	20	4	207	9	2	8	71	70	0	28	1	0	66	23	39	0	79	17	27	419	10	2	15	21	66	221	4	3	1081	4	4	0	7	0	84	2	5	0	13	0	4	0	0	0	1	3	0	0	3	0	0	7	20	0	0	0	24	2	0	1	1	36	25	8	0	4	1	15	0	34	31	2	3	4	0	9	0	0	1	1	0	140	6	4	17	0	136	1	328	316	14	5	0	0	15	67	0	0	1	86	5	41	91	908	0	0	3	63	111	3	20	0	64	100	82	888	0	87	184	0	75	0	0	88	538	13	4	0	137	79	97	0	18	0	12	443	0	322	3
Prevotella_melaninogenica	0	3	0	408	98	7	3	0	6	0	0	0	45	0	487	0	11	61	5	3	130	2	51	14	24	4	8	2	22	0	0	64	19	549	228	26	10	73	109	1	348	7	64	6	70	1	2	29	54	2	2	0	72	47	0	3	54	74	84	9	93	13	0	52	314	665	0	207	215	100	35	1	321	7	12	502	190	0	0	11	112	0	73	89	0	190	50	467	1566	11	15	146	376	19	107	0	0	0	0	1	0	4	0	199	2	196	1559	15	33	36	1	19	15	3	107	13	5	5	1094	66	0	9	4	13	155	235	58	8	437	310	54	212	70	12	250	254	343	456	39	3	790	126	50	4	10	3	448	221	27	0	8	0	10	0	1	0	2	28	1	7	57	0	6	99	117	0	0	11	40	38	0	40	7	2	247	262	1	17	2	120	0	366	159	33	40	5	0	112	2	0	0	6	0	310	68	3	377	0	213	10	152	375	15	0	0	16	136	178	0	6	8	48	29	282	181	664	12	9	9	1344	421	44	165	4	172	1162	81	3778	5	31	57	0	163	17	0	753	205	111	3	0	2161	539	424	10	163	12	31	106	3	101	1
Prevotella_scopos	0	0	0	38	21	0	1	0	0	0	0	0	16	1	32	0	0	4	0	0	6	1	1	1	4	3	3	0	2	0	0	2	3	48	11	3	4	4	13	2	38	3	7	3	3	0	0	1	5	0	0	0	1	24	0	0	2	4	11	2	6	0	0	6	33	53	0	12	34	60	6	0	41	0	0	37	34	0	0	5	25	0	17	7	0	9	10	77	135	2	18	9	33	0	8	0	0	1	0	0	0	0	0	32	0	15	119	2	9	3	0	3	1	0	15	3	0	0	85	12	0	0	0	1	11	22	34	1	44	24	6	97	12	0	17	17	29	22	1	0	111	6	3	0	12	0	35	21	0	0	1	0	8	0	0	2	0	0	0	1	5	0	0	4	16	0	2	0	3	5	0	1	0	6	16	6	0	2	2	13	1	25	21	3	0	0	0	6	0	0	0	2	0	32	13	2	31	0	36	0	49	56	2	0	0	5	4	12	0	0	4	8	0	39	23	113	0	0	9	116	32	3	55	0	27	192	7	290	0	13	15	0	20	0	0	49	197	0	13	0	139	24	167	1	13	0	11	37	0	50	0
Prevotella_sp._oral_taxon_299	0	0	0	25	12	0	2	0	3	0	0	0	0	0	4	0	0	0	0	0	2	0	0	1	0	0	42	0	0	0	0	28	1	45	1	0	0	2	2	0	6	0	0	1	2	0	0	1	0	0	0	0	1	4	0	0	0	3	107	1	2	0	1	3	10	6	0	2	8	142	0	0	11	0	2	22	8	0	0	6	8	0	1	0	0	2	50	0	3	0	238	0	35	1	0	0	0	0	0	0	0	0	0	12	2	75	23	0	0	26	0	2	0	0	1	0	0	0	8	7	0	4	0	0	44	2	148	0	4	10	0	13	0	0	2	11	64	11	0	0	31	5	0	0	104	0	3	6	5	0	4	0	0	0	0	0	0	0	0	1	6	0	0	3	1	0	0	0	12	0	0	0	0	0	4	0	0	1	6	19	0	11	8	0	0	1	0	9	0	0	0	0	0	0	1	0	0	0	1	0	11	161	0	0	5	0	8	8	0	0	0	0	5	6	0	25	0	0	0	2	2	1	4	1	6	6	10	38	0	2	1	0	3	0	0	1	7	0	0	0	11	0	55	0	0	0	0	3	0	1	0
Tannerella_forsythia	0	0	0	2	240	0	2	1	16	0	0	0	113	0	291	0	0	50	13	0	5	0	0	1	0	0	1	0	1	0	0	0	629	1	50	0	0	27	1	0	1	2	5	4	0	2	0	1	5	5	10	2	0	12	2	1	9	5	18	8	18	9	0	5	28	27	439	2	7	5	2	0	531	0	5	0	197	0	0	4	4	0	2	0	13	1	4	0	10	0	0	4	93	3	2	0	0	0	0	0	0	0	0	4	0	88	20	2	50	19	0	4	0	0	8	2	0	0	4	83	0	53	0	1	50	1	10	0	0	0	14	141	0	2678	23	0	22	1	0	115	85	12	0	5	1	0	5	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	73	13	0	0	0	1	0	0	1	6	0	0	0	0	4906	0	14	0	44	184	19	1	0	0	0	2	2	0	5	0	1	27	0	0	0	0	138	27	12	0	0	0	4	0	0	0	0	10464	5	1	9	22	20	3	0	3	147	52	16	0	0	1	23	0	13	0	33	2	0	1	2	0	0	1	328	0	0	3	18	6	0	15	0	4	7	3	7	5
Capnocytophaga_gingivalis	0	0	0	89	31	0	0	0	0	0	0	0	1	0	14	0	0	6	2	0	0	0	0	20	0	113	5	2	18	1	1	830	1	4	4	0	3	5	7	0	7	0	8	0	9	2	0	2	9	14	3	0	9	24	3	0	12	12	7	0	5	5	1	5	153	57	0	18	0	33	0	0	19	63	4	71	19	0	0	0	13	0	29	0	0	5	22	6	18	4	6	10	63	8	14	0	0	0	0	0	0	0	0	3	0	89	27	0	2	54	7	1	0	0	8	0	0	0	16	18	0	0	0	14	37	0	2	0	9	59	3	8	5	6	1	1	168	38	0	0	21	23	2	4	71	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	4	79	668	0	0	9	0	0	89	0	0	0	1	460	76	113	1	0	27	0	0	5	0	0	0	5	0	7	26	2	50	0	4	2	3	35	9	0	0	6	47	10	0	0	0	3	1	14	16	13	8	17	3	6	90	7	3	0	3	20	0	5	0	1	53	0	9	0	0	9	7	24	0	0	255	7	43	0	8	0	9	0	0	2	0
Capnocytophaga_leadbetteri	0	0	0	226	22	0	0	0	0	0	0	0	1	0	6	0	2	4	2	0	2	0	1	8	0	10	7	3	19	0	0	167	15	13	1	0	0	1	1	2	6	0	8	1	6	1	0	5	2	9	10	4	5	96	3	0	15	38	227	1	8	2	4	4	256	5	1	28	0	4	0	0	127	9	14	1	43	0	0	0	3	0	185	0	0	2	4	0	0	0	1	3	40	5	3	0	0	0	0	0	0	0	0	13	0	64	84	1	8	210	0	11	2	0	29	0	0	0	0	23	0	0	0	1	16	0	1	0	0	49	3	2	2	2	0	0	80	20	0	0	12	13	10	2	11	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	34	311	0	0	2	0	0	0	0	0	0	0	71	0	122	26	2	15	0	0	2	0	0	0	0	0	2	34	0	4	0	0	0	2	5	1	0	0	6	1	11	5	0	0	7	1	15	0	51	1	0	2	26	54	17	0	0	17	9	8	71	0	2	5	0	3	0	0	12	0	6	0	0	265	3	110	0	3	0	16	0	0	0	0
Capnocytophaga_sputigena	0	0	2	29	18	0	0	0	0	0	0	0	2	0	47	0	0	34	3	0	110	0	0	11	2	0	5	2	206	0	0	102	3	17	13	0	31	4	50	0	2	0	3	1	4	0	0	0	10	18	4	1	0	9	6	0	12	37	82	2	2	1	2	6	54	6	0	4	0	280	0	0	84	481	3	16	28	0	0	0	32	0	78	0	0	0	137	5	2	0	0	19	187	8	1	0	0	0	0	2	0	0	0	40	0	23	33	0	6	46	0	0	0	1	9	0	0	1	16	25	0	2	0	5	38	2	21	0	0	52	6	2	22	2	18	11	60	105	0	5	18	31	6	1	171	0	12	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	8	0	0	5	84	0	0	2	0	0	2	0	0	2	0	834	3	19	18	18	21	0	0	17	0	0	0	2	0	1	43	9	52	0	0	0	11	233	57	0	0	5	13	4	0	0	0	6	0	3	1	35	4	6	2	3	14	99	13	0	10	4	1	0	0	0	193	0	13	0	0	1	0	13	0	0	33	0	109	0	4	2	3	0	0	2	0
Cloacibacterium_normanense	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	4	0	1	0	0	0	0	2	0	0	2	0	0	0	2	2	0	0	0	0	1	4	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	4	3	0	6	0	0	0	0	0	0	0	0
Empedobacter_brevis	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Anaerolineaceae_bacterium_oral_taxon_439	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	32	0	1	0	0	4	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	354	0	0	0	2	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	547	0	0	1	0	0	0	0	0	20	0	0	0	0	0	2	0	8	0	1	0	0	0	0	0	0	0	11	0	0	1	0	1	0	0	0	0	0	0	0	0
Bacillus_coagulans	0	0	0	0	0	0	0	0	0	0	8	0	2	0	4	0	0	0	0	0	2	7	0	1	0	3	1	3	1	0	0	3	7	0	0	0	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	7	0	0	0	0	0	4	0	0	0	0	2	0	1	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	7	11	0	0	0	1	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	9	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	4	0	0	0	0	0	0
Listeria_monocytogenes	0	0	2	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	6	9	0	3	0	0	2	3	0	1	0	5	8	2	3	2	7	11	4	0	2	4	1	390	2	0	0	2	3	0	0	3	1	7	3	1	0	4	9	0	1	3	9	1	4	0	2	1	9	6	0	2	3	3	0	4	1	2	0	0	2	0	0	0	5	3	4	0	4	0	2	1	0	1	5	1	0	3	0	0	0	0	1	5	0	5	2	0	3	1	1	0	2	1	3	0	0	0	0	1	0	1	0	2	3	1	2	2	3	0	0	1	0	0	4	2	1	4	0	5	0	1	0	0	0	0	3	2	9	2	0	1	2	0	0	0	0	2	12	0	0	0	4	0	5	2	0	0	2	0	0	0	0	0	13	0	1	0	0	2	0	0	8	0	1	0	0	4	1	4	1	0	0	1	4	0	1	0	3	0	2	1	9	0	4	2	1	3	1	0	0	0	0	3	5	6	0	5	4	5	3	5	0	2	4	7	0	1	1	5	5	0	2	0	5	0	1	0	0	5	3	4	3	1	7	0	0	2	0	3	0
Gemella_haemolysans	0	0	5	276	283	0	176	0	0	3	3	0	0	0	872	4	0	284	14	0	47	4	6	48	27	10	866	32	347	30	8	1626	1251	281	120	1	216	499	57	0	26	2	28	6	9	17	0	0	57	0	6	13	0	26	6	1	76	226	2847	5	7	21	33	11	571	45	1	2	3	340	0	0	58	2	0	107	637	5	0	0	8	0	274	4	61	0	0	0	1	0	0	1	10	0	233	0	7	1	0	0	0	4	2	214	2	430	201	4	141	418	8	12	29	136	37	698	0	12	7	1180	0	82	6	0	546	8	39	6	12	12	10	42	53	15	1133	91	64	951	6	36	144	878	65	29	176	5	519	13	316	0	44	0	44	0	1	251	45	1	68	1	5	381	657	15	592	0	14	3	2	0	2	10	11	6	231	3	0	9	9	296	0	177	834	32	539	0	0	24	50	8	1	47	0	151	217	940	5	0	1907	4	742	390	397	0	9	2	19	20	8	5	1	220	86	27	19	100	76	156	19	230	111	383	61	3	77	77	8	17	5	704	140	0	73	4	1	21	0	437	0	0	3	45	81	0	379	39	277	41	4	10	0
Gemella_morbillorum	5	0	0	111	412	0	12	3	0	0	0	2	21	0	310	0	0	13	8	0	26	11	2	342	10	0	1146	771	216	2	0	16	177	24	7	2	3	128	8	0	69	4	4	2	8	8	0	0	29	0	20	0	0	35	2	0	59	13	67	10	4	3	8	15	19	408	0	0	1	16	7	4	726	2	17	34	184	0	0	0	3	1	751	0	14	5	0	2	0	8	3	0	6	1	15	0	0	0	3	9	0	0	0	27	3	220	377	4	3	229	0	0	4	2	7	5	5	1	6	370	0	2	0	0	61	2	69	0	6	12	3	4	17	4	32	8	25	39	2	15	59	199	25	22	0	0	14	0	1	0	5	0	1	0	0	11	0	0	4	0	0	4	29	32	107	0	1	0	0	2	0	1	0	0	10	0	0	0	1	7	0	5	185	115	1581	0	0	3	0	6	0	7	0	18	11	38	4	0	44	67	44	17	16	0	5	6	4	3	13	0	0	53	1	2	2	85	2	5	34	85	159	183	0	3	0	55	1	1	0	15	7	0	0	0	0	2	3	26	5	0	1	33	31	0	25	4	17	0	3	10	0
Gemella_sanguinis	0	7	0	727	165	5	164	0	10	4	3	0	5	0	324	0	1	212	6	0	529	546	4	113	14	5	348	396	758	39	0	818	225	396	614	3	76	883	713	2	84	244	568	33	45	13	6	16	83	13	60	4	83	302	4	2	294	372	469	12	167	8	19	126	566	650	0	219	7	176	1	0	630	4	0	1791	630	1	1	6	3	1	5080	2	23	5	6	0	2	4	262	2	84	0	900	0	0	2	3	22	0	0	0	345	6	80	453	1	203	92	1	12	50	8	113	37	2	0	560	210	2	228	0	7	604	35	1555	0	106	136	19	130	139	6	541	137	1025	1251	40	24	106	199	37	58	120	1	366	384	411	0	215	0	25	3	14	147	3	0	5	13	22	22	62	101	511	0	6	13	15	4	0	77	17	0	412	2	0	23	9	104	2	118	448	303	767	8	0	331	12	5	16	24	0	766	467	74	327	1	803	10	149	335	241	4	104	65	56	63	9	1	3	32	249	212	25	1358	350	37	126	131	562	358	38	46	88	556	107	97	0	21	189	1	3	17	0	128	0	388	162	0	382	241	178	2	2044	24	97	39	8	12	0
Staphylococcus_argenteus	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Staphylococcus_aureus	0	0	4	496	114	0	13	4	10	4	6	0	12	10	19	0	5	5	2	4	25	28	5	5	5	2	20	15	8	6	2	35	28	19	13	17	5	721	14	0	6	16	17	692	11	9	5	5	7	5	100	4	10	8	10	10	15	14	24	16	1224	8	8339	15	9	9	10	6	39	24	14	2	11	2	6	4	26	354	116	11	27	1	20	6	61	37	4	13	9	5	10	12	8	1	10	19	0	4	6	17	1	4	1	20	2	14	7	6	5	7	1	5	12	5	10	15	6	1	19	20	2	3	9	7	25	17	4	7	296	10	6	335	10	0	31	28	11	35	2	43	13	10	5	0	5	13	42	18	15	7	22	0	6	14	0	13	3	0	29	27	1	171	227	9	15	4	10	1	0	3	0	1	10	4	49	394	0	3	3	8	3	22	37	16	15	4	1	8	10	2	0	6	0	12	12	12	4	4	16	1	93	6	30	4	1	5	5	0	6	11	2	8	10	7	670	110	8	3	47	21	25	27	10	5	36	7	1	5	8	25	22	8	5	1	0	0	11	29	29	2	6	7	5	5	30	2	16	26	3	2031	0
Abiotrophia_defectiva	0	0	0	8	7	0	0	0	0	5	0	0	0	3	1	0	0	25	2	0	93	0	8	0	7	2	1	0	74	2	0	104	2	29	8	1	5	2	2	0	0	0	17	0	0	2	0	0	5	0	4	10	0	0	0	0	9	9	994	0	8	0	1	0	11	0	0	0	758	772	0	0	1	116	0	2	1	0	0	0	761	0	61	32	1	1	98	0	96	0	0	5	46	3	0	25	0	2	0	0	0	0	0	13	0	2	66	0	0	71	0	0	0	0	0	0	4	0	0	34	0	0	0	0	201	0	0	0	0	0	0	0	2	0	3	0	1	111	0	370	8	30	40	35	20	1	15	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	7	0	0	4	10	0	0	0	1	0	0	15	3	65	1	0	2	0	0	4	5	0	0	10	5	0	0	2	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	1	5	34	175	0	0	18	1	17	17	0	0	2	0	0	0	0	4	0	0	2	0	27	0	2	0	6	4	1	2	0	49	0
