Class	FreqEx	NonEx	NonEx	FreqEx	Ex	NonEx	Ex	Ex	Ex	FreqEx	FreqEx	NonEx	Ex	Ex	NonEx	NonEx	NonEx	Ex	Ex	Ex	FreqEx	Ex	NonEx	Ex	Ex	Ex	Ex	Ex	FreqEx	Ex	FreqEx	Ex	Ex	NonEx	Ex	FreqEx	NonEx	FreqEx	FreqEx	Ex	Ex	Ex	Ex	FreqEx	FreqEx	Ex	Ex	Ex	NonEx	FreqEx	NonEx	FreqEx	Ex	FreqEx	FreqEx	FreqEx	Ex	NonEx	FreqEx	Ex	Ex	Ex	Ex	NonEx	Ex	Ex	FreqEx	Ex	Ex	Ex	NonEx	Ex	FreqEx	Ex	Ex	NonEx	NonEx	FreqEx	NonEx	FreqEx	Ex	Ex	NonEx	Ex	Ex	FreqEx	Ex	Ex	Ex	FreqEx	Ex	FreqEx	FreqEx	FreqEx	FreqEx	Ex	Ex	FreqEx	FreqEx	FreqEx	Ex	FreqEx	Ex	FreqEx	Ex	NonEx	Ex	Ex	Ex	Ex	Ex	Ex	NonEx	Ex	Ex	NonEx	Ex	Ex	FreqEx	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	FreqEx	FreqEx	NonEx	NonEx	FreqEx	Ex	NonEx	Ex	Ex	Ex	NonEx	NonEx	NonEx	NonEx	NonEx	FreqEx	Ex	FreqEx	FreqEx	Ex	FreqEx	Ex	Ex	Ex	NonEx	FreqEx	NonEx	FreqEx	NonEx	Ex	NonEx	Ex	NonEx	NonEx	Ex	NonEx	FreqEx	Ex	Ex	Ex	Ex	FreqEx	NonEx	FreqEx	NonEx	NonEx	Ex	NonEx	NonEx	NonEx	NonEx	NonEx	Ex	NonEx	NonEx	NonEx	NonEx	FreqEx	Ex	FreqEx	Ex	Ex	FreqEx	NonEx	Ex	NonEx	FreqEx	NonEx	Ex	NonEx	Ex	Ex	FreqEx	Ex	NonEx	Ex	Ex	NonEx	NonEx	Ex	Ex	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	NonEx	Ex	NonEx	Ex	NonEx	NonEx	NonEx	NonEx	FreqEx	FreqEx	NonEx	Ex	Ex	NonEx	Ex	NonEx	Ex	Ex	FreqEx	Ex	NonEx	Ex	Ex	Ex	Ex	FreqEx	Ex	FreqEx	NonEx	Ex	NonEx	FreqEx	FreqEx	NonEx	NonEx	Ex	NonEx	NonEx
Dolosigranulum_pigrum	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	1	4	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	1	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0
Lactobacillus_jensenii	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	2	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	7	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0
Lactobacillus_parabuchneri	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Lactobacillus_paracasei	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	237	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	9	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	69	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	143	0
Lactobacillus_rhamnosus	2	0	7	5	1	0	0	3	2	0	0	0	4	2	0	0	0	0	1	2	4	1	0	0	0	0	1	0	0	0	1	0	1	5	2	6	1	0	4	0	0	3	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	2	0	0	2	3	6	0	0	0	0	1	0	2	0	0	1	1	0	0	0	5	0	0	0	0	1	0	116	1	0	4	0	1	1	0	2	0	0	0	0	0	0	0	2	0	0	1	2	0	0	1	0	0	0	0	0	1	3	2	2	1	0	0	0	2	2	4	1	1	0	0	1	0	0	3	0	1	0	0	4	1	3	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	4	4	0	0	8	0	0	5	4	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	1	1	3	1	2	0	0	0	0	0	1	6	0	0	0	0	0	1	0	4	0	0	7	3	3	1	0	0	1	0	3	2	0	0	3	0	0	0	0	0	1	1	0	4	5	3	2	0	1	1	0	2	0	445	0
Lactobacillus_saerimneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Lactobacillus_salivarius	0	0	0	1	1	0	0	3	0	0	0	4	1	0	4	0	0	0	0	0	26	1	0	1	5	0	0	0	0	0	0	7	1	1	0	0	0	0	0	3	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0	0	0	1	1	0	0	1	0	2	12	0	32	0	0	0	3	0	0	0	185	0	0	0	0	4	0	435	0	1	16	11	0	6	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	0	0	0	0	0	0	0	1	0	3	0	11	0	0	8	0	0	30	0	1	1	0	0	0	1	0	0	0	0	10	0	4	0	0	0	0	0	4	0	0	3	4	45	0	0	1	0	0	5	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0	9	0	3	1	3	0	0	0	1	0	0	0	0	0	0	0	104	2	0	0	158	2	94	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	6	0
Leuconostoc_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc_mesenteroides	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	6	1	0	0	0	0	0	2347	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Lactococcus_lactis	0	0	0	4	1	0	11	0	0	0	0	0	8	0	12	0	0	0	0	0	2	11	2	9	0	0	3	3	4	1	0	6	33	3	0	11	6	2	6	0	4	6	3	4	1	0	0	0	0	0	2	0	0	2	0	0	0	8	3	0	0	0	4	0	2	0	0	0	6	6	6	0	4	0	0	2	3	2	0	0	8	0	13	0	37	5	1	0	3	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	5	3	0	0	2	0	0	0	2	5	0	0	0	6	2	0	0	0	0	3	11	5	0	15	0	1	24	0	2	2	0	3	7	0	1307	5	4	6	0	3	0	11	0	5	1	4	0	0	0	0	104	1	0	10	7	0	0	0	0	1	0	0	0	1	2	0	1	0	0	5	0	0	0	0	1	0	2	3	0	5	0	0	0	0	0	0	0	0	9	8	5	2	0	8	0	4	4	0	0	0	0	0	0	0	0	1	1	2	4	9	3	2	0	15	7	4	313	0	0	0	5	0	2	0	4	19	0	2	0	0	0	4	10	0	0	2	0	5	0	21	0	0	0	0	168	0
Streptococcus_agalactiae	1	0	0	52	18	1	38	9	4	0	1	0	52	0	65	0	0	9	3	2	48	120	5	44	2	6	23	68	77	2	0	63	101	54	34	41	23	80	88	6	16	49	24	8	5	0	0	0	3	4	2	1	3	22	3	0	32	40	57	1	2	2	19	4	52	13	1	5	47	122	38	0	45	12	1	42	103	5	2	2	36	0	52	1	128	76	15	10	32	1	34	7	34	3	21	0	0	0	4	4	2	2	0	58	0	29	86	0	7	34	0	0	1	9	37	54	0	1	112	86	0	11	1	3	102	16	28	1	123	2	4	45	15	5	88	5	60	94	0	49	43	29	16	15	18	0	92	34	109	0	9	0	1	0	0	90	0	11	6089	3	0	4	12	0	38	2	3	5	3	2	0	4	14	12	95	10	1	6	0	26	0	60	47	7	48	1	0	46	5	0	0	6	0	58	96	24	28	0	94	7	91	55	73	0	6	14	9	20	8	2	10	19	10	114	45	76	3	13	112	95	57	40	15	3	44	49	22	37	14	76	96	0	19	6	0	9	107	59	27	1	13	33	56	0	91	11	5	36	6	37	0
Streptococcus_anginosus	0	0	0	21	12	0	18	8	0	0	0	0	86	0	43	0	0	6	10	0	75	40	8	26	3	1	15	47	31	4	0	38	117	16	25	21	31	72	32	3	6	20	19	0	0	2	0	0	3	0	0	0	2	7	0	0	14	14	43	7	0	0	0	3	16	1	0	1	3	50	22	0	84	6	6	11	50	15	9	8	19	0	83	3	36	32	9	9	15	2	56	3	14	1	46	7	0	0	1	0	0	0	0	16	0	20	10	2	8	15	1	0	2	6	24	5	0	1	23	47	0	5	0	0	39	122	22	1	307	5	3	45	13	0	46	10	12	31	2	31	20	6	3	0	17	0	33	7	57	0	4	0	0	0	0	292	0	12	80	5	2	2	1	4	12	0	1	0	2	4	0	5	3	0	38	4	0	11	0	6	0	13	32	7	98	0	0	22	1	0	0	2	0	14	250	5	80	0	38	20	79	16	36	0	0	0	2	0	4	0	13	58	6	39	43	27	1	10	29	92	5	13	5	0	5	12	3	8	7	13	11	0	2	8	0	2	35	33	4	9	9	2	15	0	93	6	6	14	0	29	0
Streptococcus_australis	0	0	0	100	12	0	10	5	0	0	0	0	28	0	44	0	0	2	0	0	20	101	0	47	0	4	13	33	64	0	0	24	75	128	19	44	30	40	51	6	29	51	44	0	6	5	0	2	3	0	9	0	5	25	0	0	6	26	27	2	4	0	0	5	15	23	0	3	24	39	33	4	45	6	0	112	68	0	0	0	13	2	283	0	114	93	32	3	35	3	6	6	20	0	80	0	0	0	4	0	0	0	0	21	4	46	32	0	3	53	0	5	5	5	0	8	2	0	40	59	0	8	0	2	61	7	171	0	44	5	0	13	9	0	30	14	196	111	3	14	12	11	0	0	9	0	41	22	48	0	40	1	1	0	0	19	0	3	1	3	0	0	7	1	19	0	0	3	3	0	0	0	3	2	17	6	0	0	1	43	0	6	62	10	86	4	0	185	2	0	0	2	0	34	31	3	38	0	49	1	41	45	33	0	8	5	19	5	0	0	0	9	55	30	14	35	1	0	42	24	6	37	2	0	7	18	9	9	5	18	14	0	4	0	0	3	15	36	6	0	7	15	51	0	47	0	3	8	0	13	0
Streptococcus_constellatus	0	0	0	7	2	0	3	0	0	0	0	0	3	0	88	3	0	0	2	0	5	5	0	8	0	0	18	3	4	4	0	1	34	2	2	0	4	6	2	0	1	1	17	2	0	0	0	2	2	1	0	0	1	7	0	0	8	3	38	3	0	0	5	0	4	2	0	2	1	5	1	0	8	0	3	6	7	0	0	0	5	0	9	0	8	5	1	0	10	0	13	0	9	1	4	0	0	0	0	0	0	0	0	5	0	3	2	0	0	4	0	0	1	0	8	0	0	0	2	6	0	0	0	0	2	2	13	0	3	1	0	2	0	1	3	2	4	3	0	2	2	3	0	0	3	0	10	0	10	0	0	1	0	0	0	2	0	1	8	0	0	0	0	5	2	0	0	0	0	0	0	3	0	0	2	0	0	87	0	1	0	1	24	2	8	0	0	1	0	0	0	0	0	3	4	0	2	0	10	2	10	3	2	0	0	0	0	0	2	0	114	0	0	10	3	2	0	0	5	8	4	6	0	0	3	2	0	1	2	4	1	0	0	0	0	0	2	6	6	0	2	2	4	0	3	0	1	0	0	23	0
Streptococcus_cristatus	0	0	0	31	16	0	9	2	0	0	0	1	23	0	88	0	3	14	8	0	72	72	0	122	0	0	6	59	86	7	0	31	442	30	19	27	12	35	35	0	26	35	124	0	12	3	0	0	7	0	5	0	2	11	3	2	4	78	18	0	8	2	2	14	8	3	0	6	5	33	27	0	220	1	9	32	138	1	0	0	28	0	130	0	61	50	6	1	23	1	17	8	6	0	51	0	0	0	3	0	0	0	0	43	0	11	58	3	2	33	2	0	4	13	9	6	0	7	29	137	0	8	1	0	270	4	7	0	35	1	4	66	12	1	28	1	30	43	2	30	19	19	0	0	5	0	41	9	96	0	3	0	30	0	3	11	0	4	50	1	5	0	0	3	79	0	0	0	29	0	0	4	11	0	17	0	0	0	3	8	0	36	175	23	125	4	0	21	2	0	0	0	0	79	102	5	6	0	35	4	63	19	16	0	0	5	4	6	3	0	5	21	4	17	191	115	2	12	44	52	77	73	2	0	23	42	7	95	9	13	8	0	1	0	0	5	124	12	10	0	8	10	101	3	48	0	4	4	0	30	0
Streptococcus_gordonii	4	0	0	18	16	0	11	1	1	0	0	0	14	2	59	0	0	23	3	0	23	45	2	95	0	3	10	150	18	17	2	122	107	13	37	9	40	47	26	6	35	19	62	2	7	3	2	3	6	0	1	1	1	11	4	0	32	25	670	4	8	0	1	1	20	4	0	2	13	602	32	0	131	12	8	44	59	1	2	0	17	2	144	5	247	27	5	1	29	2	8	10	7	2	10	1	4	0	3	0	0	0	0	32	0	35	16	0	2	9	0	3	5	12	75	1	0	0	24	64	0	5	0	8	283	4	7	0	71	3	13	48	13	0	72	10	20	203	2	11	12	7	0	3	29	0	60	2	29	0	5	0	3	1	0	10	0	0	16	1	0	0	4	5	16	3	0	2	61	4	0	1	4	3	15	18	0	1	4	10	2	34	23	13	32	4	0	17	5	0	0	11	1	29	486	7	109	2	20	7	169	38	41	0	0	9	12	6	0	0	3	8	6	17	62	92	5	10	98	91	45	7	0	0	22	14	4	24	9	35	369	0	3	3	0	3	78	16	3	1	7	13	21	0	104	0	2	0	0	44	0
Streptococcus_intermedius	0	3	0	13	3	0	8	3	0	0	0	0	20	0	99	0	0	2	1	0	19	29	2	287	0	0	39	24	15	4	0	25	70	7	30	6	12	44	19	0	120	89	20	8	0	0	3	6	0	0	0	0	0	5	0	0	4	3	38	4	3	0	2	1	38	2	0	4	4	35	5	0	18	4	3	19	17	1	0	0	9	0	67	0	513	23	3	0	10	0	13	10	13	0	8	0	0	0	3	0	0	0	0	59	0	15	4	0	9	11	0	0	2	0	9	11	0	1	16	49	0	7	0	3	16	4	9	0	33	0	1	10	12	2	14	5	6	15	0	14	11	8	8	2	4	0	20	0	67	0	3	0	1	0	0	2	0	28	19	0	5	4	1	12	15	0	0	0	4	51	0	1	1	2	233	2	1	19	0	7	1	16	59	5	448	0	0	14	0	5	0	1	0	15	22	5	3	3	20	2	20	11	9	0	0	0	1	10	7	0	24	12	4	8	7	17	1	7	82	195	68	8	2	0	6	14	1	5	16	22	26	0	0	0	0	1	24	24	2	0	1	10	18	0	30	0	0	4	0	546	0
Streptococcus_mitis	0	1	2	1063	424	3	1493	2	0	6	0	3	244	0	1633	5	4	342	6	6	191	1481	37	1478	25	6	1033	2195	1425	72	16	1258	3542	1468	1019	164	971	1121	769	3	119	497	524	36	44	57	32	18	130	31	119	51	37	241	7	3	258	1770	3314	22	67	10	73	104	992	85	8	38	214	4115	92	1	996	56	1	1121	2737	5	0	0	936	0	548	13	275	248	63	5	58	9	506	379	142	10	915	0	0	2	6	0	4	1	4	1782	11	1750	334	19	110	1426	29	39	283	529	376	170	11	35	102	4158	6	120	27	16	2418	99	50	3	394	47	51	1144	598	10	4568	277	291	3809	21	973	723	1137	241	115	838	4	1118	117	3306	4	60	1	186	13	12	702	71	2	53	52	2	208	556	54	836	0	7	12	87	1	8	216	68	7	6237	43	16	32	33	641	2	1450	1714	109	570	7	5	168	277	12	9	147	0	551	873	913	117	0	1421	18	2683	678	1373	1	19	23	71	356	104	10	7	621	205	246	1314	491	102	306	156	1048	344	1184	377	2	478	325	189	309	391	662	403	8	101	72	0	68	153	3528	111	12	247	158	565	1	4995	250	207	365	6	429	10
Streptococcus_oralis	0	0	5	156	352	0	168	33	0	0	0	4	51	0	1020	6	0	65	17	5	607	286	7	643	6	13	230	1456	425	67	6	794	1304	294	169	135	472	893	980	18	54	69	168	10	15	16	0	16	12	19	47	4	21	50	3	0	84	282	184	7	41	5	5	28	196	22	0	13	176	1682	227	0	616	64	8	262	620	0	1	2	75	3	393	8	129	129	473	29	102	6	249	57	131	8	55	0	0	5	4	0	0	0	1	393	2	224	140	3	155	300	2	7	42	50	110	27	4	6	137	1087	0	43	2	8	747	292	33	1	261	31	21	454	117	4	448	25	132	369	6	279	167	171	32	20	166	4	395	18	1078	0	35	9	36	11	4	336	26	10	246	14	8	7	46	46	287	6	3	13	60	3	0	44	199	14	435	30	5	11	5	71	2	302	475	52	645	0	0	120	30	6	4	24	0	238	342	73	97	1	195	24	660	333	754	0	0	14	29	12	40	4	2	72	41	136	157	432	22	62	116	974	210	344	34	2	348	331	58	117	17	662	564	0	18	12	1	60	265	243	12	0	192	96	478	3	780	11	42	101	3	185	6
Streptococcus_parasanguinis	3	13	0	156	71	2	98	387	0	0	4	1	2102	2	372	7	0	122	26	17	866	4895	24	1407	40	25	134	430	425	69	8	725	702	239	904	1193	250	1781	3190	121	1516	1905	518	11	73	3	0	24	121	2	15	3	146	101	2	3	106	361	307	11	147	11	3	80	288	179	0	41	56	842	1636	3	460	51	3	765	667	9	4	1	212	0	335	2	7493	6122	175	95	2064	21	75	34	43	5	195	0	7	0	313	2	0	5	2	929	4	345	199	12	98	217	23	9	119	61	170	131	3	8	1020	266	6	134	1	19	321	272	178	11	3019	50	22	582	298	17	547	67	336	799	21	54	133	76	16	13	353	2	922	296	364	0	55	8	8	5	78	346	18	192	103	8	39	17	125	91	595	25	11	16	164	4	0	68	156	31	262	43	43	18	13	35	1	93	118	22	175	7	0	407	122	3	13	84	0	1084	1878	101	298	1	2681	6	1093	568	621	9	12	162	100	104	93	0	3	80	61	1306	910	939	35	66	1386	995	383	185	75	9	187	544	119	588	72	712	199	7	34	24	3	101	1339	287	357	7	300	421	358	14	1002	26	29	175	6	634	6
Streptococcus_pneumoniae	5	11	0	556	292	3	1485	23	7	9	0	5	539	7	744	2	8	231	24	14	328	966	46	689	21	22	534	1323	759	45	32	590	4975	1637	611	210	584	754	656	14	163	277	265	25	55	34	24	18	549	21	63	12	34	423	20	8	127	732	1054	70	40	15	36	75	498	48	19	24	283	1947	180	15	518	80	21	607	1421	10	9	3	431	2	351	6	492	276	69	51	266	13	370	286	113	8	381	5	2	4	29	2	0	1	6	998	14	839	210	21	99	1403	20	17	146	348	160	101	1	24	227	2158	16	62	14	31	1563	149	104	22	452	56	46	768	293	18	2081	123	254	1650	19	773	638	676	153	36	520	5	675	173	2209	0	53	1	103	31	25	498	37	39	291	114	5	76	263	141	567	11	9	16	41	28	10	160	98	18	3720	90	31	29	30	237	15	736	894	66	484	20	3	209	128	16	13	61	4	415	480	399	168	2	893	14	1594	385	1064	1	15	60	50	170	43	4	11	277	129	263	563	360	65	118	402	881	317	707	154	3	322	340	318	190	123	407	278	10	30	76	0	62	253	2452	113	8	176	136	386	6	3284	86	107	251	14	307	11
Streptococcus_pyogenes	0	0	0	15	4	0	11	1	0	0	0	0	37	0	14	0	0	0	2	4	20	52	0	15	0	0	2	23	27	1	0	13	48	15	11	16	15	22	28	0	9	22	10	0	2	0	0	0	2	0	0	3	1	5	0	1	2	25	30	0	7	0	0	2	14	2	3	0	8	31	10	0	12	4	0	15	22	1	0	0	15	0	13	0	62	36	4	6	20	0	25	7	2	0	5	0	0	0	3	0	0	0	0	13	0	23	3	0	7	16	0	0	6	2	5	10	0	0	30	20	0	5	0	1	23	3	13	0	37	2	1	13	7	1	33	0	14	37	0	16	3	3	2	2	11	0	25	4	14	0	0	0	1	0	6	13	2	0	226	0	0	4	9	4	15	2	0	0	2	0	0	4	10	0	18	0	0	1	0	10	0	14	18	0	15	1	0	21	3	0	0	2	0	24	22	9	7	0	28	0	28	13	43	0	0	3	4	0	2	0	2	2	4	26	15	33	0	1	48	20	10	16	8	0	9	16	2	11	2	8	18	0	1	0	0	3	4	23	0	0	7	10	14	0	70	0	4	11	0	10	0
Streptococcus_salivarius	0	4	4	75	18	0	56	27	6	0	1	0	1498	3	966	0	3	28	63	0	1303	590	12	68	6	3	14	38	59	4	0	170	307	16	70	46	34	381	683	30	66	247	24	18	2	0	0	13	31	18	9	9	7	25	3	0	28	83	105	3	20	3	0	12	269	25	0	10	29	45	27	5	277	3	1	281	351	0	2	0	747	0	47	3	1985	82	4	5	50	5	501	16	85	6	10	1	2	4	2	5	0	0	0	103	4	55	29	6	14	21	6	11	16	26	398	837	6	3	2692	163	3	22	2	1	54	102	24	5	1434	19	25	401	67	0	146	14	46	234	22	47	22	28	13	0	105	0	3122	22	493	0	26	0	3	0	2	2010	4	11	16	10	15	11	37	11	57	13	2	0	3	2	0	2	108	0	99	16	8	2	6	15	0	37	54	7	177	8	0	303	27	0	0	23	7	252	794	155	425	0	923	5	1326	377	766	0	4	69	19	114	1	4	2	117	52	1500	190	217	30	29	3770	337	119	52	44	1	232	570	4	27	20	163	612	0	0	4	2	21	28	71	74	33	102	56	162	0	48	3	2	28	25	222	12
Streptococcus_sanguinis	0	0	0	30	17	0	7	10	3	0	0	0	31	0	100	0	0	20	12	0	31	55	0	62	2	27	49	32	41	13	0	780	111	24	108	10	186	157	23	3	33	803	50	0	7	0	0	2	3	0	6	1	13	15	0	0	11	111	57	2	34	0	1	6	14	8	0	8	9	821	37	3	251	5	9	66	121	0	0	0	45	0	141	1	111	47	151	3	20	2	950	260	5	1	589	0	0	0	7	0	0	4	0	45	8	34	31	7	7	27	1	3	4	15	76	14	0	7	148	149	4	1	1	0	125	74	77	0	36	2	35	71	9	0	72	8	41	149	4	516	35	23	6	10	48	2	57	3	199	3	8	0	5	4	0	47	1	3	12	11	2	0	10	3	57	2	0	32	420	2	0	16	12	0	56	1	0	4	0	16	0	50	55	9	79	11	0	137	3	0	0	5	0	42	208	24	116	0	21	2	111	19	684	0	1	14	3	6	1	0	8	20	7	38	18	88	10	6	312	45	221	281	1	0	26	20	12	93	2	55	814	0	68	0	1	15	26	56	0	0	14	10	636	0	141	0	9	1	0	83	0
