"","contig","length","AL0002_S124","AL0003_S134","AL0004_S144","CH0001_S154","CH0002_S83","CH0006_S93","CH0012_S103","CH0016_S114","CH0018_S125","CH0019_S135","CH0020_S145","CH0022_S155","CH0023_S84","CH0030_S94","CH0035_S104","CH0038_S115","CH0039_S126","CH0050_S136","CH0055_S146","DU0002_S32","DU0004_S42","DU0005_S52","DU0007_S62","DU0010_S72","DU0012_S82","DU0013_S11","DU0017_S22","DU0019_S112","DU0034_S123","DU0038_S133","DU0047_S143","DU0058_S153","DU0059_S163","DU0063_S92","DU0064_S102","DU0071_S113","DU0074_S29","DU0076_S26","DU0077_S3","DU0083_S1","DU0087_S4","DU0089_S14","DU0099_S24","IT103_S55","IT11_S34","IT148_S66","IT173_S76","IT197_S5","IT202_S15","IT222_S25","IT226_S35","IT230_S45","IT236_S56","IT254_S67","IT257_S77","IT261_S6","IT271_S16","IT309_S26","IT311_S36","IT315_S46","IT323_S57","IT337_S68","IT338_S78","IT339_S7","IT361_S17","IT381_S27","IT52_S44","IT85_S58","KL0002_S156","KL0003_S85","KL0004_S95","KL0006_S105","KL0007_S116","KL0008_S127","KL0009_S137","KL0010_S147","KL0011_S157","KL0012_S10","KL0013_S86","KL0014_S96","KL0016_S106","KL0017_S117","KL0018_S128","KL0019_S138","KL0020_S37","KL0021_S148","KL0022_S158","KL0023_S87","KL0024_S97","KL0025_S107","KL0026_S118","KL0027_S129","KL0028_S139","KL0029_S149","KL0031_S159","KL0035_S88","KL0036_S98","KL0037_S108","KL0039_S119","KL0040_S130","KL0041_S140","KL0042_S150","KL0043_S160","SBE0003_S40","SBE0004_S51","SBE0006_S62","SBE0007_S72","SBE0008_S1","SBE0009_S11","SBE0010_S21","SBE0011_S31","SBE0012_S41","SBE0015_S52","SBE0018_S63","SG0001_S89","SG0002_S99","SG0003_S109","SG0006_S120","SG0012_S131","SG0024_S141","SG0025_S151","SG0028_S161","SG0031_S90","TBE0001_S73","TBE0002_S2","TBE0003_S12","TBE0004_S22","TBE0005_S32","TBE0006_S42","TBE0007_S53","TBE0008_S64","TBE0009_S74","TBE0010_S3","TBE0011_S13","TBE0012_S23","TBE0013_S33","TBE0014_S43","TBE0015_S133","TBE0016_S142","TBS002_S63","TBS006_S66","TBS011_S40","TBS035_S33","TBS150_S43","TBS153_S71","TBS160_S28","TBS165_S41","TBS277_S78","TBS349_S69","TBS365_S81","TBS385_S73","TBS387_S47","TBS396_S4","TBS425_S56","TBS435_S44","TBS442_S70","TBS461_S37","TBS466_S7","TBS467_S17","TBS468_S59","TBS469_S60","TBS479_S75","TBS480_S80","TBS488_S21","TBS516_S25","TBS524_S49","TBS556_S34","TBS559_S20","TBS587_S9","TBS596_S14","TBS656_S45","TBS663_S5","TBS664_S8","TBS668_S51","TBS670_S12","TBS671_S67","TBS672_S48","TH0007_S20","TH0008_S30","TH0016_S54","TH0017_S65","TH0019_S75","TT0003_S100","TT0005_S110","TT0006_S121","TT0009_S132","TT0010_S142","TT0011_S152","TT0012_C1","TT0014_S162","TT0015_S91","TT0016_C1","TT0017_S101","TT0018_S111","TT0019_S122","TT0021_S48","TT0025_S1","TT0029_S64","TT0030_S59","TT0031_S69","TT0033_S79","TT0034_S8","TT0038_S18","TT0040_S47","TT0042_S28","TT0043_S38","TT0045_S49","TT0048_S60","TT0049_S70","TT0051_S80","TT0053_S9","TT0059_S19","TT0060_S29","TT0061_S39","TT0062_S50","TT0063_S61","TT0065_S71","TT0067_S81","TT0069_S10","TTS1106_S54","TTS1108_S15","TTS1111_S53","TTS1115_S50","TTS1116_S57","TTS1118_S65","TTS1120_S38","TTS1122_S79","TTS1123_S10","TTS1131_S31","TTS1134_S35","TTS1141_S18","TTS1146_S76","TTS1149_S46","TTS1160_S6","TTS1170_S27","TTS1188_S58","TTS1189_S61","TTS1194_S68","TTS1200_S77","TTS1203_S39","TTS1204_S2","TTS1205_S19","TTS1210_S64","TTS1212_S36","TTS1214_S16","TTS1223_S23","TTS1263_S30","TTS1272_S24","TTS1301_S13","TTS1320_S74","TTS1330_S55"
"1793","k141_1371299.concoct_part_0",4745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,54,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0
"1794","k141_2855596.concoct_part_0",8189,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,347,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,16,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1795","k141_2855670.concoct_part_0",6303,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,26,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"1796","k141_2088832.concoct_part_0",2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,0,0,23,7,8,12,0,0,12,18,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,228,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,2,4,0,12,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,0,0,0,0,6,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0
"1797","k141_2855733.concoct_part_0",1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1798","k141_1744705.concoct_part_0",1466,0,0,0,1,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,63,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,2,8,0,0,0,0,0,0,0,2,0,14,8,0,0,0,14,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0
"1799","k141_271736.concoct_part_0",13808,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,485,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0
"1800","k141_1371843.concoct_part_0",3507,0,0,0,2,1,0,4,0,0,0,0,0,7,0,6,0,0,2,0,0,0,27,0,59,0,0,59,10,21,0,0,43,55,13,3,4,1,41,36,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,20,0,0,0,13,74,0,0,10,0,0,18,18,0,0,0,4,0,36,0,28,2,2,0,284,0,0,1,4,0,5,0,0,0,0,0,0,0,0,4,0,5,4,0,0,7,0,0,0,2,0,0,0,0,7,22,0,0,0,0,8,0,9,0,14,1,0,5,0,0,24,0,31,85,0,2,4,4,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,2,0,0,0,0,0,14,0,0,0,0,36,0,0,4,0,0,0,0,8,2,0,0,0,0,70,2,0,0,0,3,0,28,3,0,0,1,0,2,0,0,0,0,2,2,14,0,12,0,0,2,12,0,0,0,0,0,1,0,4,0,0,6,0,0,0,0,3,0,2,0,0,2,2,12,0,25,0,0,1,0,0,0
"1801","k141_2471134.concoct_part_0",10000,0,0,0,0,0,0,296,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,4,2,0,14,156,0,186,0,0,0,150,0,0,0,0,0,0,0,0,18,16,156,54,2,1,213,0,2,176,2,44,71,4,2,0,106,0,0,0,0,0,17,36,2,0,0,8,10,0,0,60,0,0,126,52,0,0,0,0,10,0,0,236,0,0,12,0,436,0,0,549,4,0,0,0,2,0,0,0,14,16,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,360,2,6,0,270,0,235,8,0,0,2,0,0,0,0,410,0,0,52,0,0,0,220,0,0,0,0,0,0,0,209,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,9,0,0,295,0,0,0,35,486,0,6,54,0,0,0,0,646,0,0,0,2,296,0,0,84,66,0,4,10,190,0,0,0,2,0,820,0,0,0,98,0,0,0,0,2,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"1802","k141_1745081.concoct_part_0",8251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,8,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,8,0,0,0,0,4,0,0,7,0,0,0,0,0,4,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,158,0,0,0,0,0,18,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"1803","k141_2089623.concoct_part_0",1611,0,0,0,8,4,0,7,0,0,0,0,0,2,0,1,0,0,0,0,0,0,11,0,82,0,0,28,0,14,0,0,2,80,18,11,0,3,9,32,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,15,0,0,0,0,54,0,0,4,0,0,7,23,0,0,0,27,0,15,0,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,4,2,0,0,24,0,2,0,4,0,0,0,0,2,50,0,0,0,0,3,0,0,0,0,0,0,10,0,0,47,2,7,192,0,0,3,17,0,0,2,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,0,0,2,0,0,39,0,0,0,0,39,0,2,5,0,4,0,0,0,2,0,0,2,0,42,8,6,0,0,6,0,54,6,7,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,4,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,2,13,0,53,0,0,1,0,0,0
"1804","k141_4342844.concoct_part_0",4963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,6,4,3,0,0,9,10,0,1,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,16,0,0,0,2,0,7,0,0,0,0,0,0,6,0,71,0,0,0,293,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,16,0,10,17,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,0
"1805","k141_625316.concoct_part_0",1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1806","k141_1372879.concoct_part_0",5979,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,3,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,29,0,0,0,0,2,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"1807","k141_2090299.concoct_part_0",1084,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"1808","k141_273384.concoct_part_0",1255,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,17,2,0,0,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,3,0,0,0,0,2,2,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0
"1809","k141_4343928.concoct_part_0",6835,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,2,0,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,19,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,61,17,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,2,6,0,2,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0
"1810","k141_2090830.concoct_part_0",8176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,2,7,4,0,2,0,0,0,1,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0,20,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,12,28,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,22,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,13,0,0,0,0,0,0,12,0,0,0,4,2,0,0,0,0,72,0,0,0,0,15,0,22,0,0,0,0,0,0,0,0
"1811","k141_1747076.concoct_part_0",1427,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,9,2,0,0,0,0,0,21,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,2,4,0,0,7,0,0,0,0,0,0,0,0,225,4,0,0,0,0,4,0,46,0,2,1,2,0,0,0,5,0,27,4,2,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,80,0,0,0,2,4,0,0,6,0,0,0,0,0,53,0,0,6,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,5,2,0,0,0,0,0,4,0,0,2,0,0,0,0,20,0,0,0,0,0,0,110,0,2,0,0,0,0,0,0
"1812","k141_3245404.concoct_part_0",1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1813","k141_3581626.concoct_part_0",17657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,13,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1814","k141_3246288.concoct_part_0",1015,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,2,0,0,6,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
