"","contig","length","AL0002_S124","AL0003_S134","AL0004_S144","CH0001_S154","CH0002_S83","CH0006_S93","CH0012_S103","CH0016_S114","CH0018_S125","CH0019_S135","CH0020_S145","CH0022_S155","CH0023_S84","CH0030_S94","CH0035_S104","CH0038_S115","CH0039_S126","CH0050_S136","CH0055_S146","DU0002_S32","DU0004_S42","DU0005_S52","DU0007_S62","DU0010_S72","DU0012_S82","DU0013_S11","DU0017_S22","DU0019_S112","DU0034_S123","DU0038_S133","DU0047_S143","DU0058_S153","DU0059_S163","DU0063_S92","DU0064_S102","DU0071_S113","DU0074_S29","DU0076_S26","DU0077_S3","DU0083_S1","DU0087_S4","DU0089_S14","DU0099_S24","IT103_S55","IT11_S34","IT148_S66","IT173_S76","IT197_S5","IT202_S15","IT222_S25","IT226_S35","IT230_S45","IT236_S56","IT254_S67","IT257_S77","IT261_S6","IT271_S16","IT309_S26","IT311_S36","IT315_S46","IT323_S57","IT337_S68","IT338_S78","IT339_S7","IT361_S17","IT381_S27","IT52_S44","IT85_S58","KL0002_S156","KL0003_S85","KL0004_S95","KL0006_S105","KL0007_S116","KL0008_S127","KL0009_S137","KL0010_S147","KL0011_S157","KL0012_S10","KL0013_S86","KL0014_S96","KL0016_S106","KL0017_S117","KL0018_S128","KL0019_S138","KL0020_S37","KL0021_S148","KL0022_S158","KL0023_S87","KL0024_S97","KL0025_S107","KL0026_S118","KL0027_S129","KL0028_S139","KL0029_S149","KL0031_S159","KL0035_S88","KL0036_S98","KL0037_S108","KL0039_S119","KL0040_S130","KL0041_S140","KL0042_S150","KL0043_S160","SBE0003_S40","SBE0004_S51","SBE0006_S62","SBE0007_S72","SBE0008_S1","SBE0009_S11","SBE0010_S21","SBE0011_S31","SBE0012_S41","SBE0015_S52","SBE0018_S63","SG0001_S89","SG0002_S99","SG0003_S109","SG0006_S120","SG0012_S131","SG0024_S141","SG0025_S151","SG0028_S161","SG0031_S90","TBE0001_S73","TBE0002_S2","TBE0003_S12","TBE0004_S22","TBE0005_S32","TBE0006_S42","TBE0007_S53","TBE0008_S64","TBE0009_S74","TBE0010_S3","TBE0011_S13","TBE0012_S23","TBE0013_S33","TBE0014_S43","TBE0015_S133","TBE0016_S142","TBS002_S63","TBS006_S66","TBS011_S40","TBS035_S33","TBS150_S43","TBS153_S71","TBS160_S28","TBS165_S41","TBS277_S78","TBS349_S69","TBS365_S81","TBS385_S73","TBS387_S47","TBS396_S4","TBS425_S56","TBS435_S44","TBS442_S70","TBS461_S37","TBS466_S7","TBS467_S17","TBS468_S59","TBS469_S60","TBS479_S75","TBS480_S80","TBS488_S21","TBS516_S25","TBS524_S49","TBS556_S34","TBS559_S20","TBS587_S9","TBS596_S14","TBS656_S45","TBS663_S5","TBS664_S8","TBS668_S51","TBS670_S12","TBS671_S67","TBS672_S48","TH0007_S20","TH0008_S30","TH0016_S54","TH0017_S65","TH0019_S75","TT0003_S100","TT0005_S110","TT0006_S121","TT0009_S132","TT0010_S142","TT0011_S152","TT0012_C1","TT0014_S162","TT0015_S91","TT0016_C1","TT0017_S101","TT0018_S111","TT0019_S122","TT0021_S48","TT0025_S1","TT0029_S64","TT0030_S59","TT0031_S69","TT0033_S79","TT0034_S8","TT0038_S18","TT0040_S47","TT0042_S28","TT0043_S38","TT0045_S49","TT0048_S60","TT0049_S70","TT0051_S80","TT0053_S9","TT0059_S19","TT0060_S29","TT0061_S39","TT0062_S50","TT0063_S61","TT0065_S71","TT0067_S81","TT0069_S10","TTS1106_S54","TTS1108_S15","TTS1111_S53","TTS1115_S50","TTS1116_S57","TTS1118_S65","TTS1120_S38","TTS1122_S79","TTS1123_S10","TTS1131_S31","TTS1134_S35","TTS1141_S18","TTS1146_S76","TTS1149_S46","TTS1160_S6","TTS1170_S27","TTS1188_S58","TTS1189_S61","TTS1194_S68","TTS1200_S77","TTS1203_S39","TTS1204_S2","TTS1205_S19","TTS1210_S64","TTS1212_S36","TTS1214_S16","TTS1223_S23","TTS1263_S30","TTS1272_S24","TTS1301_S13","TTS1320_S74","TTS1330_S55"
"139","k141_752149.concoct_part_0",3009,0,0,0,113,296,0,1,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,2,51,4,58,0,0,4,1,6,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,2,0,0,0,155,0,0,0,0,0,0,0,2,0,0,26,1,0,0,0,4,0,110,0,0,7,5,0,0,0,7,3,0,0,15,0,0,0,0,0,0,0,0,20,0,41,106,2,0,459,0,2,0,0,0,0,0,0,8,46,0,0,0,1,39,0,22,0,2,2,0,1,0,0,18,5,665,75,0,2,8,51,0,2,20,0,7,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,96,0,0,0,17,0,0,2,0,0,14,0,0,2,0,1880,0,3,15,0,40,2,0,84,0,0,0,2,0,72,0,0,33,0,17,0,11,47,9,0,0,0,13,0,0,0,0,0,7,6,0,31,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,10,0,0,0,0,0,173,0,4,0,0,0,0,0,0
"140","k141_3691822.concoct_part_0",12916,0,0,0,0,0,0,0,2,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,10,0,0,14,2,10,2,2,944,13,2,6,0,2,8,64,0,0,14,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,2,67,0,0,0,0,0,36,0,0,0,0,950,0,0,0,0,0,10,0,0,0,0,57,0,2,0,0,0,0,2,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,15,7,0,7,2,0,2,0,0,0,0,0,0,98,12,0,0,0,0,10,2,0,4,20,2,2,8,0,0,24,0,21,67,0,0,0,6,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,14,0,2,0,0,2,56,0,0,0,0,0,2,2,0,0,14,10,0,0,0,2,0,6,0,0,6,0,0,4,0,0,0,0,0,18,124,2,6,0,0,0,72,0,0,0,0,0,6,0,0,0,0,2,0,24,7,10,0,0,22,26,33,0,0,0,0,6,0,2,4,0,135,0,0,0,0,18,2,4,0,0,10,0,13,0,55,0,0,0,0,6,0
"141","k141_388486.concoct_part_0",1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","k141_3324337.concoct_part_0",1213,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,2,12,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","k141_1857237.concoct_part_0",1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","k141_753600.concoct_part_1",16824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1153,0,16935,0,0,2,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2324,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"145","k141_389726.concoct_part_0",1180,0,0,0,0,2,0,0,2,0,0,0,0,21,0,2,0,0,0,0,0,0,119,0,60,0,0,8,8,1,0,0,20,10,0,8,7,1,16,73,2,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,2,0,0,0,25,2,0,2,0,0,2,8,0,0,0,8,0,0,0,307,60,0,0,200,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,45,4,0,0,0,0,3,0,0,0,60,0,0,2,2,0,1,0,3,30,0,0,2,0,0,0,4,0,4,0,2,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,88,21,2,3,0,23,0,26,2,6,0,0,0,2,0,0,0,0,0,0,106,3,10,0,0,28,6,0,0,4,0,0,0,2,4,0,0,2,0,0,0,0,5,4,0,4,0,0,2,12,0,6,0,0,0,0,2,0
"146","k141_2961913.concoct_part_0",2646,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,66,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,2,80,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,108,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,26,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,9,0,0,0,0,0,0,2,0
"147","k141_2224473.concoct_part_0",2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,2,0,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,2,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"148","k141_2593704.concoct_part_0",2584,0,0,0,0,0,0,3,0,0,0,0,0,10,0,21,0,0,0,0,0,0,52,0,0,0,0,0,0,6,0,0,13,28,0,0,0,0,19,26,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,81,0,0,0,141,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,0,0,497,4,0,0,0,0,0,2,0,0,76,2,0,7,0,0,6,0,0,18,0,0,0,0,0,0,2,0,56,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,10,0,0,0,1,0,24,20,0,16,0,34,0,65,8,13,0,0,1,2,0,0,0,0,2,2,304,2,7,0,0,222,6,2,0,0,0,4,6,0,0,0,2,10,0,0,0,0,4,0,0,0,0,4,2,32,0,0,0,0,0,0,2,0
"149","k141_1125991.concoct_part_0",1986,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,2,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,71,0,3,0,0,0,0,0,0,0,10,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,20,0,0,2,0,0,0,22,6,4,0,1,0,0,0,0,0,0,0,0,10,2,29,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,7,0,0,0,0,0,0
"150","k141_4061686.concoct_part_1",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","k141_2224879.concoct_part_2",10000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,19,0,162,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,0,2,0,0,0,0,0,0,2,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","k141_2224879.concoct_part_3",15974,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,17,0,239,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","k141_3325523.concoct_part_3",10000,0,0,0,0,0,0,321,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,140,0,178,0,0,0,159,0,0,0,0,0,0,0,0,10,14,183,50,10,0,194,0,0,190,0,54,101,20,0,0,178,0,0,0,0,0,14,42,0,0,0,6,26,0,0,46,0,0,144,58,0,0,2,0,5,0,0,195,0,0,7,0,421,0,0,617,2,0,2,0,0,0,0,0,28,39,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,355,0,18,0,255,0,295,6,0,0,0,0,0,0,0,528,2,0,84,0,0,0,200,0,0,0,0,0,0,0,248,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,20,0,0,334,0,0,0,39,534,0,10,59,0,0,0,0,612,0,0,0,0,344,0,1,85,99,0,2,20,185,2,0,0,8,0,798,0,0,0,111,0,0,0,0,16,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0
"154","k141_1491968.concoct_part_2",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,8665,0,0,2,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"155","k141_2224977.concoct_part_0",1913,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"156","k141_1858045.concoct_part_0",4502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,32,0,0,0,0,4,0,0,395,23,2,0,0,3,13,2,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,11,0,9,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,6,0,2,8,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,39,2,2,0,0,0,0,2,0,0,0,0,4,0,2,0,0,2,6,2,0,0,16,0,6,0,6,0,0,0,0,2,0
"157","k141_3325948.concoct_part_0",2916,0,0,0,11,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,46,0,80,0,0,24,18,27,0,0,33,63,13,2,2,2,18,36,0,8,4,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,30,0,0,0,0,0,12,4,0,2,2,80,0,0,13,2,0,16,17,0,0,0,6,0,184,0,57,13,2,0,21,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,2,8,13,0,0,16,0,0,0,2,2,0,0,0,67,14,0,0,0,0,9,0,66,0,19,3,0,4,0,0,18,0,101,134,0,3,9,3,1,0,0,0,12,0,10,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,65,0,1,7,4,2,0,0,31,2,0,0,0,0,38,4,0,8,0,24,0,16,13,4,0,2,0,7,0,0,0,2,0,9,39,2,19,0,2,9,10,0,4,0,0,4,0,2,8,0,2,7,0,3,0,0,13,4,3,0,0,0,1,71,0,23,0,1,0,0,1,0
"158","k141_2594649.concoct_part_0",1598,0,0,0,9,4,0,17,0,0,0,0,0,6,0,12,0,0,0,0,0,0,34,0,182,0,0,50,55,27,0,0,54,133,17,5,0,2,81,80,0,2,2,6,2,0,0,0,0,0,0,2,0,0,1,0,0,0,2,11,0,0,0,0,2,23,0,0,0,2,147,0,0,3,2,0,13,47,0,0,0,35,0,45,0,43,6,0,0,20,0,2,2,1,0,5,0,0,0,0,0,0,0,0,10,0,17,1,0,0,19,0,0,0,9,2,0,0,0,27,43,0,0,0,0,32,0,4,0,16,2,0,13,0,0,67,1,31,129,0,6,4,6,0,0,2,0,8,0,11,0,0,2,0,0,0,5,0,0,0,4,0,0,0,0,101,0,0,0,0,0,0,0,3,0,28,2,0,0,0,37,0,1,8,0,3,0,0,10,4,0,0,2,0,86,1,4,3,0,21,2,41,8,7,0,0,0,0,0,0,0,0,2,3,29,2,20,0,0,7,12,0,2,0,0,4,2,3,10,0,2,0,0,0,0,0,9,5,3,0,0,0,2,46,1,45,0,0,0,0,0,0
"159","k141_1858373.concoct_part_0",7603,0,0,0,0,2,0,0,0,0,0,0,0,0,0,42,0,0,2,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,35,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,2,4,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,10,32,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,42,8,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"160","k141_3326085.concoct_part_0",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,369,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
